sim,time,trap.id,nmales,ntrees,type,lure
1,116,96,799,79,eff,5
2,88,38,296,25,eff,5
3,109,61,520,22,eff,5
4,123,14,5784,612,eff,5
5,110,55,522,25,eff,5
6,121,61,1416,34,eff,5
7,108,2,327,32,eff,5
8,78,19,209,49,eff,5
9,127,24,1412,81,eff,5
10,85,61,256,13,eff,5
11,114,61,372,31,eff,5
12,113,96,632,80,eff,5
13,76,8,173,33,eff,5
14,81,19,264,24,eff,5
15,100,13,358,49,eff,5
16,93,19,293,34,eff,5
17,120,62,807,26,eff,5
18,87,18,261,23,eff,5
19,124,90,1770,170,eff,5
20,71,41,78,23,eff,5
21,77,24,176,18,eff,5
22,106,43,1550,373,eff,5
23,112,21,959,115,eff,5
24,97,47,411,244,eff,5
25,98,38,377,66,eff,5
26,102,36,344,22,eff,5
27,95,69,380,62,eff,5
28,121,61,883,27,eff,5
29,92,92,301,24,eff,5
30,101,61,367,25,eff,5
31,125,6,1336,133,eff,5
32,73,61,135,10,eff,5
33,125,21,1571,100,eff,5
34,128,31,1843,146,eff,5
35,104,4,344,27,eff,5
36,80,87,231,15,eff,5
37,83,83,316,224,eff,5
38,110,21,334,27,eff,5
39,76,69,157,36,eff,5
40,108,38,605,94,eff,5
41,78,4,218,16,eff,5
42,100,38,322,62,eff,5
43,109,98,443,77,eff,5
44,120,8,1146,104,eff,5
45,126,70,1435,132,eff,5
46,109,69,581,98,eff,5
47,87,65,245,33,eff,5
48,127,46,1396,38,eff,5
49,91,77,432,245,eff,5
50,78,61,216,11,eff,5
51,94,62,268,13,eff,5
52,120,92,1152,103,eff,5
53,112,61,751,42,eff,5
54,78,4,182,15,eff,5
55,130,100,1267,35,eff,5
56,90,34,255,18,eff,5
57,83,47,374,225,eff,5
58,86,41,257,17,eff,5
59,88,55,246,17,eff,5
60,106,92,532,50,eff,5
61,128,74,1257,26,eff,5
62,110,91,320,25,eff,5
63,123,61,1216,31,eff,5
64,121,46,815,40,eff,5
65,79,82,214,34,eff,5
66,85,92,286,15,eff,5
67,121,46,1055,28,eff,5
68,95,82,425,245,eff,5
69,145,61,2114,69,eff,5
70,80,90,261,72,eff,5
71,109,24,468,82,eff,5
72,94,18,336,13,eff,5
73,108,55,429,28,eff,5
74,113,13,923,80,eff,5
75,131,100,871,38,eff,5
76,129,61,1276,42,eff,5
77,120,6,1225,115,eff,5
78,111,100,185,27,eff,5
79,102,91,292,19,eff,5
80,67,96,26,12,eff,5
81,51,92,6,11,eff,5
82,102,69,459,81,eff,5
83,82,70,268,65,eff,5
84,115,96,634,83,eff,5
85,104,75,1049,369,eff,5
86,80,24,225,11,eff,5
87,69,14,13,16,eff,5
88,105,21,342,46,eff,5
89,111,79,284,37,eff,5
90,110,24,345,44,eff,5
91,88,65,307,79,eff,5
92,81,19,266,16,eff,5
93,125,52,2235,138,eff,5
94,118,6,845,75,eff,5
95,93,14,407,258,eff,5
96,84,100,265,13,eff,5
97,96,98,263,21,eff,5
98,80,49,217,33,eff,5
99,144,76,2240,336,eff,5
100,74,88,125,20,eff,5
101,142,61,1760,43,eff,5
102,127,43,1530,199,eff,5
103,125,72,1332,31,eff,5
104,125,61,1100,37,eff,5
105,70,41,61,13,eff,5
106,96,87,269,21,eff,5
107,69,32,50,6,eff,5
108,113,61,503,26,eff,5
109,101,28,322,44,eff,5
110,73,98,119,14,eff,5
111,80,92,234,45,eff,5
112,102,46,331,18,eff,5
113,115,21,1417,153,eff,5
114,140,12,1750,40,eff,5
115,64,74,5,7,eff,5
116,106,24,449,41,eff,5
117,102,69,296,35,eff,5
118,112,13,534,74,eff,5
119,145,61,2154,46,eff,5
120,109,19,432,35,eff,5
121,126,52,1025,45,eff,5
122,84,24,264,23,eff,5
123,85,46,276,28,eff,5
124,95,21,299,24,eff,5
125,74,24,144,11,eff,5
126,73,98,129,21,eff,5
127,113,32,2990,492,eff,5
128,97,22,388,226,eff,5
129,121,80,1587,103,eff,5
130,135,61,5790,822,eff,5
131,82,19,274,43,eff,5
132,86,96,264,32,eff,5
133,112,81,2810,440,eff,5
134,107,33,460,66,eff,5
135,106,97,1367,382,eff,5
136,79,21,227,44,eff,5
137,122,69,2263,154,eff,5
138,78,96,195,49,eff,5
139,95,92,259,28,eff,5
140,71,18,104,11,eff,5
141,114,69,1229,110,eff,5
142,110,14,2696,420,eff,5
143,114,38,721,68,eff,5
144,118,21,572,38,eff,5
145,99,96,363,59,eff,5
146,100,41,388,74,eff,5
147,74,24,157,11,eff,5
148,82,98,287,57,eff,5
149,98,97,274,15,eff,5
150,132,32,1598,46,eff,5
151,97,16,321,32,eff,5
152,74,8,144,30,eff,5
153,70,92,73,29,eff,5
154,79,68,221,32,eff,5
155,92,48,296,39,eff,5
156,97,19,334,58,eff,5
157,105,41,403,47,eff,5
158,83,75,367,216,eff,5
159,81,1,264,51,eff,5
160,98,46,304,18,eff,5
161,123,31,1193,114,eff,5
162,109,82,2347,404,eff,5
163,120,36,1171,95,eff,5
164,107,98,496,78,eff,5
165,88,69,295,62,eff,5
166,109,4,515,56,eff,5
167,116,22,3279,621,eff,5
168,94,24,273,20,eff,5
169,79,5,250,68,eff,5
170,95,92,285,67,eff,5
171,70,75,9,16,eff,5
172,88,16,317,18,eff,5
173,77,80,184,25,eff,5
174,125,42,5542,712,eff,5
175,135,74,1119,110,eff,5
176,144,79,2347,41,eff,5
177,118,24,917,70,eff,5
178,108,21,343,36,eff,5
179,127,13,1501,107,eff,5
180,99,19,408,68,eff,5
181,125,70,812,99,eff,5
182,75,6,157,43,eff,5
183,117,98,1786,143,eff,5
184,124,58,2262,146,eff,5
185,122,32,1405,56,eff,5
186,126,32,776,86,eff,5
187,82,21,258,29,eff,5
188,114,43,582,24,eff,5
189,123,74,879,33,eff,5
190,93,79,295,19,eff,5
191,75,72,159,10,eff,5
192,84,43,313,15,eff,5
193,116,80,943,86,eff,5
194,98,6,403,63,eff,5
195,73,92,123,32,eff,5
196,113,43,1023,41,eff,5
197,123,48,1108,136,eff,5
198,77,98,207,26,eff,5
199,129,61,1114,30,eff,5
200,66,26,19,5,eff,5
201,87,82,271,35,eff,5
202,134,46,1008,38,eff,5
203,87,48,284,58,eff,5
204,84,24,269,27,eff,5
205,125,62,985,84,eff,5
206,101,24,278,13,eff,5
207,64,41,15,9,eff,5
208,85,46,255,16,eff,5
209,94,13,395,245,eff,5
210,153,61,2984,283,eff,5
211,106,36,250,37,eff,5
212,108,41,571,103,eff,5
213,95,55,285,19,eff,5
214,116,74,639,25,eff,5
215,82,62,237,14,eff,5
216,86,72,277,15,eff,5
217,124,41,1586,89,eff,5
218,68,23,37,15,eff,5
219,114,96,565,85,eff,5
220,152,26,3224,61,eff,5
221,77,92,180,26,eff,5
222,126,84,1739,112,eff,5
223,97,61,336,19,eff,5
224,128,96,2068,126,eff,5
225,78,46,216,16,eff,5
226,136,92,3505,137,eff,5
227,118,38,419,33,eff,5
228,99,98,373,49,eff,5
229,79,82,221,39,eff,5
230,105,90,365,42,eff,5
231,142,74,1811,184,eff,5
232,132,72,1527,31,eff,5
233,129,87,1246,30,eff,5
234,117,62,628,32,eff,5
235,77,46,188,12,eff,5
236,80,14,270,199,eff,5
237,127,55,1596,75,eff,5
238,110,84,465,45,eff,5
239,101,26,310,14,eff,5
240,119,65,1368,144,eff,5
241,98,94,434,270,eff,5
242,112,70,1160,101,eff,5
243,109,96,419,67,eff,5
244,48,44,6,2,eff,5
245,109,34,424,69,eff,5
246,106,56,1467,400,eff,5
247,113,46,980,59,eff,5
248,90,74,300,21,eff,5
249,107,36,1754,391,eff,5
250,91,6,319,28,eff,5
251,78,70,187,63,eff,5
252,80,89,225,30,eff,5
253,82,36,286,16,eff,5
254,75,69,147,33,eff,5
255,131,43,1621,40,eff,5
256,121,36,1026,30,eff,5
257,85,43,243,15,eff,5
258,64,100,9,5,eff,5
259,134,61,1397,53,eff,5
260,108,75,2071,415,eff,5
261,132,28,7204,649,eff,5
262,112,41,490,57,eff,5
263,83,44,248,28,eff,5
264,111,24,446,52,eff,5
265,79,31,232,16,eff,5
266,118,19,1291,143,eff,5
267,113,46,472,20,eff,5
268,75,34,146,18,eff,5
269,96,12,299,22,eff,5
270,108,74,589,19,eff,5
271,115,26,921,31,eff,5
272,112,43,729,26,eff,5
273,115,87,656,32,eff,5
274,113,43,224,22,eff,5
275,116,61,543,23,eff,5
276,133,36,1742,208,eff,5
277,115,10,716,28,eff,5
278,159,36,2931,458,eff,5
279,125,100,1194,29,eff,5
280,122,96,1303,97,eff,5
281,119,18,851,39,eff,5
282,115,23,576,80,eff,5
283,101,59,366,59,eff,5
284,78,46,188,16,eff,5
285,70,41,78,14,eff,5
286,95,100,253,21,eff,5
287,72,24,106,11,eff,5
288,89,56,253,16,eff,5
289,134,26,1549,366,eff,5
290,105,14,1238,375,eff,5
291,116,2,535,41,eff,5
292,67,98,25,9,eff,5
293,118,100,951,28,eff,5
294,122,61,1112,25,eff,5
295,70,61,79,11,eff,5
