sim,time,trap.id,nmales,ntrees,type,lure
1,45,51,6,7,expert2,50
2,49,8,3,5,expert2,50
3,38,41,2,2,expert2,50
4,50,16,16,4,expert2,50
5,45,17,1,4,expert2,50
6,40,39,3,2,expert2,50
7,50,54,12,10,expert2,50
8,36,23,1,1,expert2,50
9,38,63,1,2,expert2,50
10,42,3,2,5,expert2,50
11,41,7,2,3,expert2,50
12,43,100,4,2,expert2,50
13,40,14,4,6,expert2,50
14,38,43,4,2,expert2,50
15,48,63,4,3,expert2,50
16,40,83,2,4,expert2,50
17,40,32,5,2,expert2,50
18,67,39,21,18,expert2,50
19,44,20,3,7,expert2,50
20,44,98,5,2,expert2,50
21,45,46,6,2,expert2,50
22,50,48,19,6,expert2,50
23,42,8,1,2,expert2,50
24,41,95,4,2,expert2,50
25,42,58,4,1,expert2,50
26,37,51,2,5,expert2,50
27,44,8,2,2,expert2,50
28,50,45,10,7,expert2,50
29,45,15,5,2,expert2,50
30,39,3,4,4,expert2,50
31,50,6,8,8,expert2,50
32,42,41,5,4,expert2,50
33,35,39,1,1,expert2,50
34,50,51,10,14,expert2,50
35,53,4,12,5,expert2,50
36,38,33,2,1,expert2,50
37,50,10,13,8,expert2,50
38,50,87,3,6,expert2,50
39,50,21,11,7,expert2,50
40,42,64,3,5,expert2,50
41,36,2,4,1,expert2,50
42,42,82,3,3,expert2,50
43,44,81,2,3,expert2,50
44,46,25,3,4,expert2,50
45,37,6,1,2,expert2,50
46,48,45,2,5,expert2,50
47,42,100,1,3,expert2,50
48,44,17,4,3,expert2,50
49,34,66,1,1,expert2,50
50,42,17,5,3,expert2,50
51,45,3,4,9,expert2,50
52,42,14,2,3,expert2,50
53,43,2,4,4,expert2,50
54,44,7,2,4,expert2,50
55,55,53,15,7,expert2,50
56,52,59,18,5,expert2,50
57,43,8,4,3,expert2,50
58,35,8,2,2,expert2,50
59,39,53,2,3,expert2,50
60,55,19,8,7,expert2,50
61,42,22,4,6,expert2,50
62,45,12,2,2,expert2,50
63,40,13,2,8,expert2,50
64,38,3,1,2,expert2,50
65,45,16,6,3,expert2,50
66,38,32,1,2,expert2,50
67,39,33,2,3,expert2,50
68,39,51,2,2,expert2,50
69,40,84,5,2,expert2,50
70,40,38,2,2,expert2,50
71,46,13,6,12,expert2,50
72,38,46,2,2,expert2,50
73,49,59,8,3,expert2,50
74,50,100,8,13,expert2,50
75,67,21,17,10,expert2,50
76,50,2,17,8,expert2,50
77,38,8,2,2,expert2,50
78,49,12,7,5,expert2,50
79,47,98,5,5,expert2,50
80,36,8,1,1,expert2,50
81,39,32,1,2,expert2,50
82,60,15,6,9,expert2,50
83,36,44,2,1,expert2,50
84,40,29,2,1,expert2,50
85,48,14,4,6,expert2,50
86,54,47,3,8,expert2,50
87,44,36,3,6,expert2,50
88,39,88,5,2,expert2,50
89,36,43,2,1,expert2,50
90,47,77,6,2,expert2,50
91,35,77,1,2,expert2,50
92,48,100,4,6,expert2,50
93,42,41,4,3,expert2,50
94,42,80,4,2,expert2,50
95,45,77,1,2,expert2,50
96,50,21,12,8,expert2,50
97,35,55,1,1,expert2,50
98,40,43,2,1,expert2,50
99,43,85,3,3,expert2,50
100,50,23,10,5,expert2,50
101,44,92,5,3,expert2,50
102,48,7,2,4,expert2,50
103,38,10,2,2,expert2,50
104,37,53,1,2,expert2,50
105,38,74,1,2,expert2,50
106,40,13,2,2,expert2,50
107,44,36,3,5,expert2,50
108,40,60,2,2,expert2,50
109,34,89,1,1,expert2,50
110,44,51,5,2,expert2,50
111,50,44,22,4,expert2,50
112,40,2,2,3,expert2,50
113,50,2,14,7,expert2,50
114,37,46,1,2,expert2,50
115,50,8,13,10,expert2,50
116,42,44,2,4,expert2,50
117,37,59,2,1,expert2,50
118,40,12,6,1,expert2,50
119,44,8,3,4,expert2,50
120,49,8,3,2,expert2,50
121,36,21,2,2,expert2,50
122,35,7,1,1,expert2,50
123,43,47,7,1,expert2,50
124,39,33,1,2,expert2,50
125,76,88,167,61,expert2,50
126,41,60,6,4,expert2,50
127,44,8,3,3,expert2,50
128,36,17,1,2,expert2,50
129,56,1,14,9,expert2,50
130,40,14,4,5,expert2,50
131,43,55,3,4,expert2,50
132,41,59,5,3,expert2,50
133,50,55,13,9,expert2,50
134,35,21,1,1,expert2,50
135,51,68,14,12,expert2,50
136,50,12,16,5,expert2,50
137,50,43,15,10,expert2,50
138,40,89,2,2,expert2,50
139,37,59,1,2,expert2,50
140,50,89,7,6,expert2,50
141,52,84,3,11,expert2,50
142,38,55,1,2,expert2,50
143,58,55,8,7,expert2,50
144,65,79,12,5,expert2,50
145,74,98,135,33,expert2,50
146,50,7,8,8,expert2,50
147,44,24,6,4,expert2,50
148,38,65,3,5,expert2,50
149,46,70,3,2,expert2,50
150,40,52,3,1,expert2,50
151,47,7,1,5,expert2,50
152,44,80,1,4,expert2,50
153,45,44,2,6,expert2,50
154,42,92,3,3,expert2,50
155,50,23,14,8,expert2,50
156,74,75,137,24,expert2,50
157,46,80,4,4,expert2,50
158,50,21,17,7,expert2,50
159,44,51,5,3,expert2,50
160,57,24,11,9,expert2,50
161,50,16,16,8,expert2,50
162,42,8,2,5,expert2,50
163,36,5,1,3,expert2,50
164,50,59,6,8,expert2,50
165,41,44,2,4,expert2,50
166,41,80,4,3,expert2,50
167,43,7,2,4,expert2,50
168,44,7,3,2,expert2,50
169,45,10,6,4,expert2,50
170,38,10,2,2,expert2,50
171,49,71,3,8,expert2,50
172,50,83,14,7,expert2,50
173,50,2,12,4,expert2,50
174,48,95,5,6,expert2,50
175,51,13,5,5,expert2,50
176,50,2,15,8,expert2,50
177,41,44,4,3,expert2,50
178,40,25,2,2,expert2,50
179,45,39,2,7,expert2,50
180,42,96,3,4,expert2,50
181,54,73,10,9,expert2,50
182,37,5,2,2,expert2,50
183,37,21,1,1,expert2,50
184,36,66,1,2,expert2,50
185,38,14,3,3,expert2,50
186,52,39,12,8,expert2,50
187,47,12,4,4,expert2,50
188,50,77,12,5,expert2,50
189,40,60,2,3,expert2,50
190,38,31,2,1,expert2,50
191,50,6,9,10,expert2,50
192,42,12,6,3,expert2,50
193,42,7,5,3,expert2,50
194,46,41,6,4,expert2,50
195,50,26,8,5,expert2,50
196,39,45,2,2,expert2,50
197,44,22,5,7,expert2,50
198,38,94,2,2,expert2,50
199,40,83,3,2,expert2,50
200,50,7,9,5,expert2,50
201,50,85,15,7,expert2,50
202,50,15,16,2,expert2,50
203,50,16,8,9,expert2,50
204,37,74,2,4,expert2,50
205,45,16,5,8,expert2,50
206,42,80,3,3,expert2,50
207,51,15,11,9,expert2,50
208,41,59,3,4,expert2,50
209,71,76,13,12,expert2,50
210,43,15,5,2,expert2,50
211,74,25,30,38,expert2,50
212,40,100,2,5,expert2,50
213,45,57,3,6,expert2,50
214,49,55,3,6,expert2,50
215,40,16,1,5,expert2,50
216,50,2,13,8,expert2,50
217,47,32,5,5,expert2,50
218,51,43,3,10,expert2,50
219,49,30,4,2,expert2,50
220,76,40,173,20,expert2,50
221,47,59,2,3,expert2,50
222,51,21,6,9,expert2,50
223,50,85,4,8,expert2,50
224,47,88,4,5,expert2,50
225,39,94,4,3,expert2,50
226,36,21,3,1,expert2,50
227,45,49,9,3,expert2,50
228,50,38,10,5,expert2,50
229,39,44,3,4,expert2,50
230,50,8,7,5,expert2,50
231,39,39,2,1,expert2,50
232,68,55,35,11,expert2,50
233,43,48,3,5,expert2,50
234,44,25,3,5,expert2,50
235,41,4,2,3,expert2,50
236,36,44,1,1,expert2,50
237,47,36,5,4,expert2,50
238,51,52,6,6,expert2,50
239,38,7,2,1,expert2,50
240,39,2,2,2,expert2,50
241,50,2,18,8,expert2,50
242,38,7,3,2,expert2,50
243,44,8,4,5,expert2,50
244,54,65,3,13,expert2,50
245,47,97,7,10,expert2,50
246,43,41,2,5,expert2,50
247,50,25,12,7,expert2,50
248,39,92,4,2,expert2,50
249,59,22,13,10,expert2,50
250,40,39,5,2,expert2,50
251,49,21,1,4,expert2,50
252,40,49,2,3,expert2,50
253,38,63,2,2,expert2,50
254,42,7,4,3,expert2,50
255,36,6,2,2,expert2,50
256,36,31,1,2,expert2,50
257,40,68,3,3,expert2,50
258,47,59,4,5,expert2,50
259,41,46,3,3,expert2,50
260,40,8,5,1,expert2,50
261,40,16,3,2,expert2,50
262,44,94,4,5,expert2,50
263,35,2,1,1,expert2,50
264,39,29,3,1,expert2,50
265,45,6,6,3,expert2,50
266,41,5,5,2,expert2,50
267,35,60,2,2,expert2,50
