sim,time,trap.id,nmales,ntrees,type,lure
1,70,46,71,8,eff,20
2,77,56,185,14,eff,20
3,77,78,156,6,eff,20
4,53,96,12,7,eff,20
5,75,24,163,13,eff,20
6,87,36,284,32,eff,20
7,83,79,224,15,eff,20
8,68,22,10,14,eff,20
9,80,43,268,16,eff,20
10,81,46,247,18,eff,20
11,74,56,146,11,eff,20
12,75,61,142,12,eff,20
13,86,22,382,247,eff,20
14,73,41,114,15,eff,20
15,73,46,132,15,eff,20
16,62,19,18,4,eff,20
17,83,82,316,216,eff,20
18,82,43,278,15,eff,20
19,66,84,15,6,eff,20
20,53,69,12,7,eff,20
21,74,49,139,18,eff,20
22,76,21,169,42,eff,20
23,52,100,11,6,eff,20
24,74,61,114,11,eff,20
25,74,14,136,30,eff,20
26,82,61,261,15,eff,20
27,86,43,249,16,eff,20
28,50,10,17,5,eff,20
29,70,13,72,20,eff,20
30,69,24,51,12,eff,20
31,68,87,48,10,eff,20
32,76,98,169,18,eff,20
33,77,24,167,13,eff,20
34,83,43,252,15,eff,20
35,72,14,103,27,eff,20
36,74,14,164,24,eff,20
37,78,79,203,14,eff,20
38,80,41,201,18,eff,20
39,75,21,160,16,eff,20
40,74,21,139,24,eff,20
41,70,61,65,12,eff,20
42,79,87,195,16,eff,20
43,47,4,6,4,eff,20
44,70,24,71,8,eff,20
45,61,28,16,10,eff,20
46,77,79,186,18,eff,20
47,70,41,58,22,eff,20
48,71,48,91,26,eff,20
49,59,92,9,12,eff,20
50,80,99,293,189,eff,20
51,90,61,235,18,eff,20
52,83,61,266,22,eff,20
53,92,87,297,23,eff,20
54,68,55,38,13,eff,20
55,81,61,259,14,eff,20
56,72,100,105,14,eff,20
57,78,2,218,17,eff,20
58,72,62,101,12,eff,20
59,82,14,306,190,eff,20
60,76,46,184,15,eff,20
61,78,41,170,36,eff,20
62,54,6,13,7,eff,20
63,85,81,366,197,eff,20
64,72,1,101,38,eff,20
65,70,13,77,21,eff,20
66,73,96,121,39,eff,20
67,74,43,125,10,eff,20
68,54,37,6,16,eff,20
69,79,62,223,11,eff,20
70,54,43,19,6,eff,20
71,79,14,245,165,eff,20
72,70,82,68,16,eff,20
73,79,69,210,51,eff,20
74,73,69,103,29,eff,20
75,70,24,75,10,eff,20
76,72,46,122,15,eff,20
77,69,44,48,16,eff,20
78,59,18,13,12,eff,20
79,82,94,303,205,eff,20
80,58,98,9,7,eff,20
81,78,96,194,32,eff,20
82,84,75,303,216,eff,20
83,80,100,220,11,eff,20
84,56,19,21,10,eff,20
85,71,4,87,25,eff,20
86,78,34,207,19,eff,20
87,81,94,328,220,eff,20
88,59,43,11,3,eff,20
89,78,61,185,9,eff,20
90,80,72,242,23,eff,20
91,79,61,216,14,eff,20
92,80,32,264,166,eff,20
93,74,80,133,29,eff,20
94,81,41,237,51,eff,20
95,52,61,12,6,eff,20
96,62,44,16,15,eff,20
97,74,61,119,10,eff,20
98,63,4,23,16,eff,20
99,82,12,234,14,eff,20
100,70,43,80,7,eff,20
101,73,89,132,38,eff,20
102,71,43,88,10,eff,20
103,90,43,251,33,eff,20
104,71,41,100,7,eff,20
105,76,100,168,10,eff,20
106,85,5,266,42,eff,20
107,79,36,215,15,eff,20
108,78,69,214,60,eff,20
109,73,69,105,28,eff,20
110,83,36,268,27,eff,20
111,43,93,3,5,eff,20
112,77,46,197,13,eff,20
113,88,13,440,228,eff,20
114,81,61,246,14,eff,20
115,78,75,264,187,eff,20
116,45,96,4,4,eff,20
117,79,72,233,12,eff,20
118,78,98,198,19,eff,20
119,70,96,67,25,eff,20
120,78,82,235,169,eff,20
121,44,41,6,4,eff,20
122,86,75,290,40,eff,20
123,70,62,63,12,eff,20
124,74,49,142,11,eff,20
125,85,43,274,17,eff,20
126,67,10,43,5,eff,20
127,69,24,64,8,eff,20
128,70,61,66,8,eff,20
129,61,74,15,6,eff,20
130,66,24,19,14,eff,20
131,85,28,364,244,eff,20
132,75,65,143,38,eff,20
133,81,75,306,215,eff,20
134,55,43,8,7,eff,20
135,58,100,16,6,eff,20
136,38,61,1,1,eff,20
137,69,46,48,7,eff,20
138,72,92,112,16,eff,20
139,67,24,27,13,eff,20
140,80,13,246,26,eff,20
141,74,43,161,18,eff,20
142,73,14,126,25,eff,20
143,72,13,100,27,eff,20
144,55,14,12,9,eff,20
145,68,18,38,10,eff,20
146,74,13,138,27,eff,20
147,80,14,289,179,eff,20
148,67,87,24,8,eff,20
149,80,61,260,12,eff,20
150,81,82,314,196,eff,20
151,82,74,260,19,eff,20
152,69,98,41,13,eff,20
153,79,75,317,222,eff,20
154,85,62,265,21,eff,20
155,72,36,92,11,eff,20
156,71,61,88,15,eff,20
157,85,43,266,14,eff,20
158,72,92,88,15,eff,20
159,80,46,209,15,eff,20
160,75,13,133,26,eff,20
161,79,65,225,58,eff,20
162,78,14,256,194,eff,20
163,90,16,275,18,eff,20
164,67,8,13,14,eff,20
165,75,96,148,27,eff,20
166,80,46,260,15,eff,20
167,74,8,149,26,eff,20
168,78,100,202,20,eff,20
169,63,2,10,6,eff,20
170,89,28,390,260,eff,20
171,60,43,15,6,eff,20
172,79,36,213,22,eff,20
173,80,43,268,18,eff,20
174,85,43,276,15,eff,20
175,75,24,153,16,eff,20
176,58,36,13,6,eff,20
177,73,41,107,18,eff,20
178,88,79,293,17,eff,20
179,54,14,7,7,eff,20
180,84,22,321,206,eff,20
181,64,10,14,5,eff,20
182,49,98,8,3,eff,20
183,74,75,122,23,eff,20
184,43,41,3,4,eff,20
185,75,30,135,18,eff,20
186,73,30,133,27,eff,20
187,60,16,9,4,eff,20
188,67,46,29,4,eff,20
189,62,43,17,6,eff,20
190,62,55,11,5,eff,20
191,71,36,79,13,eff,20
192,81,10,254,20,eff,20
193,72,61,115,16,eff,20
194,73,92,117,42,eff,20
195,43,41,1,2,eff,20
196,84,14,328,212,eff,20
197,87,13,311,43,eff,20
198,52,24,17,9,eff,20
199,49,57,6,5,eff,20
200,74,41,142,14,eff,20
201,84,59,254,71,eff,20
202,80,92,241,12,eff,20
203,80,62,233,14,eff,20
204,74,13,123,33,eff,20
205,67,43,32,10,eff,20
206,76,61,158,12,eff,20
207,80,43,238,16,eff,20
208,50,98,19,7,eff,20
209,50,43,14,5,eff,20
210,83,28,342,220,eff,20
211,84,75,357,209,eff,20
212,86,75,379,238,eff,20
213,83,46,240,12,eff,20
214,69,19,59,24,eff,20
215,66,34,15,8,eff,20
216,67,98,40,10,eff,20
217,78,13,186,33,eff,20
218,59,72,7,8,eff,20
219,74,79,142,15,eff,20
220,86,36,373,256,eff,20
221,59,96,14,7,eff,20
222,89,43,218,23,eff,20
223,69,60,55,5,eff,20
224,73,61,131,9,eff,20
225,77,61,184,12,eff,20
226,55,91,17,8,eff,20
227,77,41,181,17,eff,20
228,79,92,212,34,eff,20
229,75,44,157,41,eff,20
230,54,80,9,9,eff,20
231,76,61,138,11,eff,20
232,79,98,219,11,eff,20
233,73,19,123,16,eff,20
234,81,22,263,182,eff,20
235,85,61,278,15,eff,20
236,54,92,9,6,eff,20
237,74,79,142,6,eff,20
238,87,46,231,14,eff,20
239,62,21,16,16,eff,20
240,75,19,152,29,eff,20
241,81,100,230,14,eff,20
242,81,14,310,186,eff,20
243,53,24,15,5,eff,20
244,68,61,47,9,eff,20
245,84,59,258,15,eff,20
246,68,24,41,8,eff,20
247,86,100,277,14,eff,20
248,67,55,24,18,eff,20
249,70,41,57,26,eff,20
250,63,69,10,16,eff,20
251,78,43,210,8,eff,20
252,67,21,18,9,eff,20
253,64,61,18,5,eff,20
254,46,21,6,3,eff,20
255,71,61,89,9,eff,20
256,74,69,146,18,eff,20
257,75,61,159,13,eff,20
258,61,43,18,8,eff,20
259,75,74,116,101,eff,20
260,77,21,173,25,eff,20
261,51,31,18,9,eff,20
262,79,100,219,13,eff,20
263,81,61,242,15,eff,20
264,79,99,253,186,eff,20
265,75,96,158,29,eff,20
266,71,43,86,13,eff,20
267,70,24,71,8,eff,20
268,51,96,17,8,eff,20
269,64,75,13,11,eff,20
270,54,46,25,5,eff,20
271,74,13,119,24,eff,20
272,80,70,215,44,eff,20
273,81,43,267,18,eff,20
274,85,74,271,22,eff,20
275,85,72,259,16,eff,20
276,78,38,200,15,eff,20
277,83,16,250,14,eff,20
278,71,92,88,28,eff,20
279,50,24,17,9,eff,20
280,52,10,14,9,eff,20
281,59,73,14,6,eff,20
282,83,65,242,59,eff,20
283,71,43,74,10,eff,20
284,68,41,51,6,eff,20
285,76,61,185,9,eff,20
286,58,62,13,5,eff,20
287,70,96,75,21,eff,20
288,47,21,7,3,eff,20
289,84,10,273,21,eff,20
290,78,61,203,12,eff,20
291,70,43,58,8,eff,20
292,68,13,38,11,eff,20
293,75,43,146,17,eff,20
294,79,92,208,25,eff,20
295,72,75,30,28,eff,20
296,51,98,9,11,eff,20
297,88,66,322,37,eff,20
298,82,32,316,216,eff,20
299,66,70,13,16,eff,20
300,72,21,94,21,eff,20
301,62,14,10,9,eff,20
302,46,100,8,4,eff,20
303,79,90,208,47,eff,20
304,74,61,143,13,eff,20
305,81,21,260,48,eff,20
306,73,61,147,10,eff,20
307,74,98,161,24,eff,20
308,70,24,70,17,eff,20
309,69,13,69,13,eff,20
310,69,41,55,15,eff,20
311,75,72,158,10,eff,20
312,73,4,127,29,eff,20
313,73,36,118,10,eff,20
314,70,41,66,18,eff,20
315,71,21,96,13,eff,20
316,48,10,4,4,eff,20
317,89,61,253,16,eff,20
318,73,13,140,23,eff,20
319,46,34,8,8,eff,20
320,78,61,218,13,eff,20
321,83,36,282,19,eff,20
322,83,7,231,25,eff,20
323,80,14,285,200,eff,20
324,71,61,93,8,eff,20
325,81,69,229,36,eff,20
326,75,6,161,19,eff,20
327,87,14,394,213,eff,20
328,68,24,38,12,eff,20
329,74,61,142,16,eff,20
330,81,61,218,19,eff,20
331,81,82,293,203,eff,20
332,75,21,167,16,eff,20
333,72,92,94,18,eff,20
334,78,61,222,17,eff,20
335,69,92,58,13,eff,20
336,79,14,259,165,eff,20
337,72,46,112,8,eff,20
338,76,19,176,43,eff,20
339,72,80,117,21,eff,20
340,73,14,125,29,eff,20
341,72,96,104,23,eff,20
342,75,61,161,15,eff,20
343,78,32,241,193,eff,20
344,73,41,119,14,eff,20
