sim,time,trap.id,nmales,ntrees,type,lure
1,45,67,3,4,rand1,50
2,44,58,2,3,rand1,50
3,75,29,151,10,rand1,50
4,37,21,2,1,rand1,50
5,68,31,38,8,rand1,50
6,65,61,16,8,rand1,50
7,50,69,8,6,rand1,50
8,44,31,4,5,rand1,50
9,53,17,8,9,rand1,50
10,54,50,13,6,rand1,50
11,69,31,57,9,rand1,50
12,42,33,2,4,rand1,50
13,58,50,15,6,rand1,50
14,61,50,14,7,rand1,50
15,63,98,11,7,rand1,50
16,54,21,18,5,rand1,50
17,56,88,10,5,rand1,50
18,56,67,13,8,rand1,50
19,43,21,2,3,rand1,50
20,57,88,13,5,rand1,50
21,49,31,6,4,rand1,50
22,56,58,14,12,rand1,50
23,51,23,9,4,rand1,50
24,57,21,16,5,rand1,50
25,51,31,14,4,rand1,50
26,61,12,16,4,rand1,50
27,55,54,15,11,rand1,50
28,42,53,5,4,rand1,50
29,58,12,13,5,rand1,50
30,51,21,15,5,rand1,50
31,60,30,12,6,rand1,50
32,41,30,2,3,rand1,50
33,42,1,6,3,rand1,50
34,58,50,17,7,rand1,50
35,67,21,23,6,rand1,50
36,67,25,28,12,rand1,50
37,41,21,4,2,rand1,50
38,42,21,3,2,rand1,50
39,55,88,11,5,rand1,50
40,50,2,22,6,rand1,50
41,47,65,11,4,rand1,50
42,56,15,7,10,rand1,50
43,61,85,13,10,rand1,50
44,58,84,17,9,rand1,50
45,52,23,9,7,rand1,50
46,73,69,112,10,rand1,50
47,63,58,15,11,rand1,50
48,48,8,5,4,rand1,50
49,37,85,1,5,rand1,50
50,44,87,3,3,rand1,50
51,79,7,261,168,rand1,50
52,55,35,12,8,rand1,50
53,73,15,32,21,rand1,50
54,52,85,16,7,rand1,50
55,49,30,7,9,rand1,50
56,55,65,17,16,rand1,50
57,69,24,48,21,rand1,50
58,50,21,15,4,rand1,50
59,70,21,61,14,rand1,50
60,50,22,20,4,rand1,50
61,47,2,9,4,rand1,50
62,50,21,17,6,rand1,50
63,41,21,3,2,rand1,50
64,55,84,17,8,rand1,50
65,55,38,11,10,rand1,50
66,50,2,19,11,rand1,50
67,69,78,46,13,rand1,50
68,55,15,6,10,rand1,50
69,51,31,11,6,rand1,50
70,47,57,7,6,rand1,50
71,68,21,36,9,rand1,50
72,48,92,6,7,rand1,50
73,54,77,7,4,rand1,50
74,65,23,16,6,rand1,50
75,37,21,3,3,rand1,50
76,54,57,11,8,rand1,50
77,56,23,10,7,rand1,50
78,50,69,12,7,rand1,50
79,50,21,12,8,rand1,50
80,58,50,18,3,rand1,50
81,55,84,11,6,rand1,50
82,52,2,9,12,rand1,50
83,42,98,5,4,rand1,50
84,72,95,22,29,rand1,50
85,52,59,15,8,rand1,50
86,52,85,14,10,rand1,50
87,54,15,6,8,rand1,50
88,51,59,11,6,rand1,50
89,54,69,15,5,rand1,50
90,46,51,5,9,rand1,50
91,49,82,4,5,rand1,50
92,71,82,80,10,rand1,50
93,42,88,5,4,rand1,50
94,46,21,5,4,rand1,50
95,54,76,14,8,rand1,50
96,68,21,43,10,rand1,50
97,59,21,14,6,rand1,50
98,57,23,23,5,rand1,50
99,74,30,36,33,rand1,50
100,40,68,6,3,rand1,50
101,60,15,12,8,rand1,50
102,50,8,22,5,rand1,50
103,56,85,13,6,rand1,50
104,43,57,1,5,rand1,50
105,54,8,12,4,rand1,50
106,72,8,101,13,rand1,50
107,46,92,1,6,rand1,50
108,50,84,17,9,rand1,50
109,46,88,4,5,rand1,50
110,48,76,9,5,rand1,50
111,42,68,4,3,rand1,50
112,65,72,16,7,rand1,50
113,75,90,48,41,rand1,50
114,52,92,10,8,rand1,50
115,51,38,6,7,rand1,50
116,53,21,11,6,rand1,50
117,51,88,22,6,rand1,50
118,63,77,8,10,rand1,50
119,37,65,2,2,rand1,50
120,65,16,15,9,rand1,50
121,68,80,36,16,rand1,50
122,51,88,17,7,rand1,50
123,53,92,16,9,rand1,50
124,43,94,8,4,rand1,50
125,52,80,16,8,rand1,50
126,56,68,15,15,rand1,50
127,79,30,263,189,rand1,50
128,42,65,3,3,rand1,50
129,65,50,13,6,rand1,50
130,52,38,10,7,rand1,50
131,69,21,43,11,rand1,50
132,43,8,4,3,rand1,50
133,58,98,10,13,rand1,50
134,70,23,64,14,rand1,50
135,62,52,11,7,rand1,50
136,52,80,8,9,rand1,50
137,50,97,12,5,rand1,50
138,68,94,35,9,rand1,50
139,58,33,16,5,rand1,50
140,57,65,12,8,rand1,50
141,55,82,19,9,rand1,50
142,58,71,17,7,rand1,50
143,52,84,15,4,rand1,50
144,55,58,9,15,rand1,50
145,57,45,14,4,rand1,50
146,37,21,3,1,rand1,50
147,68,21,48,13,rand1,50
148,54,17,20,6,rand1,50
149,43,21,1,3,rand1,50
150,55,50,15,6,rand1,50
151,43,85,4,2,rand1,50
152,71,72,88,10,rand1,50
153,50,32,18,8,rand1,50
154,45,21,4,2,rand1,50
155,41,50,2,3,rand1,50
156,56,45,8,6,rand1,50
157,65,69,15,5,rand1,50
158,53,82,9,3,rand1,50
159,69,82,43,26,rand1,50
160,60,30,18,8,rand1,50
161,51,31,7,5,rand1,50
162,53,2,11,6,rand1,50
163,47,30,5,8,rand1,50
164,65,13,21,10,rand1,50
165,52,21,6,4,rand1,50
166,53,99,14,10,rand1,50
167,59,67,16,6,rand1,50
168,44,98,7,3,rand1,50
169,56,85,14,11,rand1,50
170,60,65,13,15,rand1,50
171,47,40,6,5,rand1,50
172,57,71,13,8,rand1,50
173,47,21,6,2,rand1,50
174,45,71,5,4,rand1,50
175,57,88,16,6,rand1,50
176,74,30,39,36,rand1,50
177,62,84,14,10,rand1,50
178,50,21,9,4,rand1,50
179,36,1,1,2,rand1,50
180,50,20,8,7,rand1,50
181,51,77,16,8,rand1,50
182,44,16,6,3,rand1,50
183,65,81,8,8,rand1,50
184,48,58,6,4,rand1,50
185,50,21,15,6,rand1,50
