"","x","y"
"1",574.385027587414,487.998530082405
"2",681.184897199273,268.107793806121
"3",396.337602846324,669.866990228184
"4",511.93906404078,288.142363587394
"5",402.130572684109,609.852612996474
"6",434.669860638678,206.0591888614
"7",108.526276051998,520.031160255894
"8",525.836193747818,333.514336077496
"9",445.728493109345,484.748875419609
"10",174.945215880871,682.65126615297
"11",544.623930938542,299.211471853778
"12",572.182791121304,546.426739240997
"13",153.712914697826,618.010057532229
"14",138.03828265518,651.952168950811
"15",224.962012656033,682.265270897187
"16",457.142210751772,528.845965210348
"17",237.154949642718,474.456357583404
"18",873.22743460536,642.513094632886
"19",348.533143848181,424.186697392724
"20",591.57311655581,571.669452870265
"21",444.848629646003,407.163407234475
"22",328.421673178673,540.377732063644
"23",373.721077665687,662.989217601717
"24",409.302102029324,516.799015039578
"25",874.021983146667,529.495291924104
"26",357.621381990612,439.293318591081
"27",622.583563812077,609.415166708641
"28",326.64279974997,681.973231653683
"29",729.942335374653,661.846440797672
"30",576.736508123577,282.192463218234
"31",146.877169981599,375.746655324474
"32",507.919888012111,508.559753582813
"33",472.633943706751,490.080850478262
"34",475.48727504909,670.902603003196
"35",387.796297669411,305.032002087682
"36",670.728282444179,219.414521520957
"37",193.052385374904,507.931662886404
"38",727.194096520543,457.309810491279
"39",613.71256839484,659.985988563858
"40",744.080730713904,427.719153859653
"41",612.958286702633,623.513646586798
"42",362.793316319585,635.319851967506
"43",608.552763611078,541.503856820054
"44",842.815326340497,590.72169852443
"45",560.193763487041,325.661809695885
"46",393.347082845867,223.228303063661
"47",449.285776354373,481.628934550099
"48",784.737550280988,346.868795854971
"49",602.396458946168,375.482704071328
"50",735.020514577627,239.590464788489
"51",680.131866596639,612.651141989045
"52",568.035776726902,332.106944220141
"53",126.217317953706,331.92314049229
"54",366.395744308829,245.190508011729
"55",897.373329102993,430.422313441522
"56",538.618695922196,545.788023783825
"57",560.666351020336,624.480211106129
"58",465.052165277302,323.05740849115
"59",177.262852340937,525.460546882823
"60",744.432140141726,540.097656240687
"61",100.740240514278,252.267275634222
"62",473.395237699151,255.992849287577
"63",238.608698360622,307.827386003919
"64",307.378051802516,265.058189909905
"65",835.425665229559,533.166816155426
"66",285.543667525053,443.887344840914
"67",142.052537202835,376.651870133355
"68",343.514099903405,673.505378700793
"69",109.380652010441,255.974418995902
"70",340.566158667207,481.93488845136
"71",802.067156881094,624.162795185111
"72",632.222982123494,455.88394200895
"73",463.01186773926,533.273282973096
"74",142.657865583897,213.254856457934
"75",604.725447297096,253.230204386637
"76",453.748150728643,547.720926860347
"77",313.877189531922,336.672331951559
"78",887.019535154104,572.484761988744
"79",176.099322549999,572.697675134987
"80",728.775298781693,283.366311504506
"81",195.881745405495,689.927162183449
"82",804.972373694181,497.379354014993
"83",204.878453537822,544.109469209798
"84",420.270301029086,285.929075838067
"85",169.291210919619,220.841575227678
"86",399.839839339256,294.924945617095
"87",647.828813642263,580.71091612801
"88",687.818140536547,479.736666125245
"89",716.758189164102,452.757183276117
"90",563.988279923797,686.402647569776
"91",508.879187703133,240.300408727489
"92",782.386965863407,478.622171608731
"93",603.856924921274,648.00358498469
"94",563.204726390541,253.948557469994
"95",692.199431546032,424.640618660487
"96",409.719810448587,354.405567329377
"97",894.827565737069,316.441314225085
"98",418.471584841609,614.033259847201
"99",880.000827088952,256.439235340804
"100",759.585760720074,642.001123563386
