"","x","y"
"1",291.825969722122,809.996135742404
"2",782.539032734931,716.488239110913
"3",410.797383375466,771.014561783522
"4",875.357055924833,934.065839624964
"5",931.657938607968,769.01583900908
"6",54.6453694021329,911.622577742673
"7",527.543378286064,920.053365419153
"8",884.570663506165,813.057243812364
"9",550.406314176507,743.741421785671
"10",457.482440597378,651.483141828794
"11",947.696678442881,927.354931144509
"12",454.267473067157,705.430114991032
"13",674.019222743809,621.252200042363
"14",571.180733917281,931.704429013189
"15",110.866189012304,852.208695700392
"16",891.828470993787,649.803003459238
"17",251.165979667567,792.249629623257
"18",51.2183428602293,933.93193349475
"19",331.362304897048,804.91917359177
"20",945.413576164283,741.578598611522
"21",881.748529742472,826.762717764359
"22",688.947338033468,711.937215982471
"23",637.696677492931,707.70200380357
"24",984.384381091222,676.918670942541
"25",652.591683133505,729.321103042457
"26",704.359858804382,944.476721214596
"27",543.184704217128,653.970805287827
"28",592.259180038236,631.865399959497
"29",293.376542548649,649.667417723686
"30",154.171374365687,841.502485529054
"31",953.763747885823,816.739769186825
"32",894.253064217046,911.987941002008
"33",686.89117285423,835.549682413694
"34",789.558069333434,857.977208273951
"35",34.1214108187705,782.397504022811
"36",478.24005167,830.943457386456
"37",753.29034677241,887.631911050994
"38",222.079777116887,875.19854309503
"39",321.817387482151,942.937671078835
"40",236.993269645609,753.80103768548
"41",149.944021934643,709.09577072598
"42",416.25540909823,743.316233414225
"43",415.449839769863,603.663489141036
"44",371.468541906215,664.347333402839
"45",159.39585278742,894.955261610448
"46",146.02994218003,680.906623718329
"47",238.373417463154,683.684984478168
"48",466.643201247789,626.841907866765
"49",270.653187558055,686.003287311178
"50",850.671161036007,856.247321935371
"51",54.9145433399826,896.608607785311
"52",443.356072721072,774.134543479886
"53",792.946348730475,735.76816044515
"54",129.461274775676,686.257147951983
"55",559.729024083354,638.883761456236
"56",212.400761824101,736.49805233581
"57",134.98101723846,800.177359895315
"58",748.241707016714,675.912466982845
"59",887.144451970235,755.668800708372
"60",376.973520368338,676.296734053176
"61",661.812890735455,775.804847141262
"62",102.94384770561,723.866600147448
"63",386.290245042183,827.494805585593
"64",278.895971681923,731.149884813931
"65",808.347238101996,724.405883275904
"66",449.546014564112,786.790780909359
"67",803.863065987825,859.117026138119
"68",806.141719329171,677.386028238107
"69",788.455474688672,744.461141515058
"70",441.035053851083,692.990340397228
"71",749.385655466467,820.490568713285
"72",626.636708928272,664.339971775189
"73",705.978753324598,902.275439002551
"74",10.6122778588906,861.298801447265
"75",475.810242616571,833.899627404753
"76",225.716507458128,816.306255641393
"77",382.220206968486,730.283321079332
"78",610.515583208762,785.442490049172
"79",354.761951058172,906.138820003252
"80",118.912715860642,803.612534923013
"81",248.747083265334,893.918717675842
"82",664.694475699216,709.356857719831
"83",419.293844085187,847.901612776332
"84",782.431917348877,692.756232130341
"85",110.807351372205,808.020117913838
"86",436.194886667654,768.451430171262
"87",975.257840384729,692.761456011795
"88",885.190092111006,797.606652171817
"89",878.739679572172,919.615878059994
"90",181.551597267389,915.656036324799
"91",138.081777733751,695.958317525219
"92",650.039886538871,712.518964742776
"93",346.646142816171,944.974309531972
"94",653.622965407558,816.997658566106
"95",323.965777638368,928.059931204189
"96",193.93729688134,763.286445813719
"97",776.648415289819,742.391407641117
"98",101.723086978309,830.730613472406
"99",467.443460738286,653.3213158953
"100",511.275350702927,800.503470376134
