time			temp
0:7:40			11.3
0:7:50			12.5
0:8:0			12.5
0:8:10			12.4
0:8:20			12.7
0:8:30			12.9
0:8:40			12.9
0:8:50			12.6
0:9:0			13.4
0:9:10			13.9
0:9:20			15
0:9:30			12.9
0:9:40			13.8
0:9:50			14.1
0:10:0			15.5
0:10:10			15.5
0:10:20			15.9
0:10:30			15.6
0:10:40			17.1
0:10:50			16.4
0:11:0			18.1
0:11:10			17.1
0:11:20			17
0:11:30			18
0:11:40			18.9
0:11:50			19.2
0:12:0			18.1
0:12:10			18.5
0:12:20			18.8
0:12:30			19.6
0:12:40			19.5
0:12:50			19.3
0:13:0			21.2
0:13:10			20.8
0:13:20			22.2
0:13:30			22.6
0:13:40			22.4
0:13:50			22.9
0:14:0			24
0:14:10			23.7
0:14:20			23.1
0:14:30			24.1
0:14:40			22.3
0:14:50			23
0:15:0			23.7
0:15:10			24.7
0:15:20			23.9
0:15:30			24.9
0:15:40			24.9
0:15:50			25.7
0:16:0			25.2
0:16:10			23.9
0:16:20			24.3
0:16:30			24.7
0:16:40			24.5
0:16:50			24
0:17:0			23.5
0:17:10			23.8
0:17:20			23.8
0:17:30			23.3
0:17:40			24
0:17:50			23.9
0:18:0			23.9
0:18:10			22.4
0:18:20			21.5
0:18:30			23
0:18:40			22.1
0:18:50			22
0:19:0			20.9
0:19:10			20.6
0:19:20			20.1
0:19:30			21.4
0:19:40			22.1
0:19:50			20.5
0:20:0			20.9
0:20:10			20.4
0:20:20			19.3
0:20:30			19.8
0:20:40			18.6
0:20:50			20
0:21:0			17.6
0:21:10			18.2
0:21:20			18
0:21:30			17.3
0:21:40			17.7
0:21:50			17.3
0:22:0			16.3
0:22:10			15
0:22:20			15.9
0:22:30			15.6
0:22:40			16.4
0:22:50			15.3
0:23:0			14.8
0:23:10			15.1
0:23:20			14.7
0:23:30			14.5
0:23:40			15
0:23:50			14.3
1:0:0			13.5
1:0:10			13.6
1:0:20			13.6
1:0:30			14.2
1:0:40			11.6
1:0:50			13.3
1:1:0			12.5
1:1:10			12.8
1:1:20			11.3
1:1:30			11.4
1:1:40			10.2
1:1:50			10.3
1:2:0			9.5
1:2:10			9.5
1:2:20			10.2
1:2:30			9.2
1:2:40			9.2
1:2:50			9.3
1:3:0			10.3
1:3:10			8.3
1:3:20			8.7
1:3:30			9.4
1:3:40			8.1
1:3:50			8.7
1:4:0			9.2
1:4:10			8.5
1:4:20			8.7
1:4:30			9.7
1:4:40			8.9
1:4:50			8.3
1:5:0			9.2
1:5:10			7.9
1:5:20			9.3
1:5:30			8.2
1:5:40			7.6
1:5:50			8.7
1:6:0			8.4
1:6:10			8.8
1:6:20			8.6
1:6:30			10.2
1:6:40			11
1:6:50			10.7
1:7:0			10.5
1:7:10			10.8
1:7:20			11.5
1:7:30			11
1:7:40			11.7
1:7:50			12.1
1:8:0			11.4
1:8:10			12
1:8:20			11.8
1:8:30			11.8
1:8:40			12
1:8:50			12.4
1:9:0			13.3
1:9:10			14
1:9:20			13.3
1:9:30			13.9
1:9:40			14.4
1:9:50			14.4
1:10:0			15
1:10:10			14.9
1:10:20			15.5
1:10:30			16.3
1:10:40			16
1:10:50			16.3
1:11:0			16.5
1:11:10			15.9
1:11:20			16.7
1:11:30			17.3
1:11:40			18.1
