time			temp
0:3:40			10.7
0:3:50			12.4
0:4:0			11
0:4:10			11.7
0:4:20			13.9
0:4:30			12.8
0:4:40			12.4
0:4:50			11.2
0:5:0			11.6
0:5:10			12.4
0:5:20			11.3
0:5:30			10.6
0:5:40			10.5
0:5:50			11.5
0:6:0			11.5
0:6:10			11.6
0:6:20			11.4
0:6:30			11.6
0:6:40			12
0:6:50			11.9
0:7:0			11.7
0:7:10			13.3
0:7:20			13.5
0:7:30			15.1
0:7:40			14.8
0:7:50			14.5
0:8:0			14.1
0:8:10			14.7
0:8:20			15.4
0:8:30			16.8
0:8:40			17.3
0:8:50			16.9
0:9:0			16
0:9:10			17.4
0:9:20			18.3
0:9:30			17.7
0:9:40			17.6
0:9:50			18.3
0:10:0			18.4
0:10:10			18.9
0:10:20			19.2
0:10:30			19.7
0:10:40			19.7
0:10:50			20
0:11:0			20.1
0:11:10			20.2
0:11:20			21.2
0:11:30			20.9
0:11:40			20.6
0:11:50			21.5
0:12:0			22.5
0:12:10			22.8
0:12:20			23.5
0:12:30			23.9
0:12:40			24.9
0:12:50			24.8
0:13:0			24.7
0:13:10			24.7
0:13:20			24.1
0:13:30			24.9
0:13:40			25.1
0:13:50			25
0:14:0			26
0:14:10			25.6
0:14:20			25.9
0:14:30			25.5
0:14:40			26.4
0:14:50			26.7
0:15:0			25.8
0:15:10			26.5
0:15:20			26.6
0:15:30			26.4
0:15:40			26.4
0:15:50			25.7
0:16:0			25.4
0:16:10			25.3
0:16:20			25.6
0:16:30			26.4
0:16:40			25.3
0:16:50			24.8
0:17:0			25.5
0:17:10			25.5
0:17:20			24.7
0:17:30			24.6
0:17:40			24.4
0:17:50			24.5
0:18:0			23.8
0:18:10			25.5
0:18:20			24.7
0:18:30			24.3
0:18:40			24
0:18:50			23.6
0:19:0			24.5
0:19:10			21.8
0:19:20			23.3
0:19:30			21.5
0:19:40			22.5
0:19:50			21.6
0:20:0			20.5
0:20:10			20.7
0:20:20			19.8
0:20:30			19.3
0:20:40			19.3
0:20:50			19.8
0:21:0			18.6
0:21:10			18.7
0:21:20			18.4
0:21:30			18
0:21:40			17.4
0:21:50			17.1
0:22:0			17.9
0:22:10			17
0:22:20			15.9
0:22:30			16.8
0:22:40			17
0:22:50			15.4
0:23:0			15.2
0:23:10			15.8
0:23:20			14.8
0:23:30			15
0:23:40			15.7
0:23:50			15.4
1:0:0			13.1
1:0:10			13.7
1:0:20			14.9
1:0:30			14.3
1:0:40			12.7
1:0:50			13.4
1:1:0			13.6
1:1:10			12.6
1:1:20			12.8
1:1:30			12.3
1:1:40			11.8
1:1:50			11.8
1:2:0			12.4
1:2:10			11.8
1:2:20			11
1:2:30			11.1
1:2:40			10.5
1:2:50			9.4
1:3:0			10.2
1:3:10			10.5
1:3:20			10.1
1:3:30			10
1:3:40			10.9
1:3:50			10.8
1:4:0			9
1:4:10			9.7
1:4:20			9.9
1:4:30			9.7
1:4:40			9.7
1:4:50			9.8
1:5:0			10.2
1:5:10			10.8
1:5:20			10.2
1:5:30			10.6
1:5:40			11.1
1:5:50			10
1:6:0			10.7
1:6:10			10.6
1:6:20			10.4
1:6:30			11.7
1:6:40			12.4
1:6:50			12.1
1:7:0			11.4
1:7:10			12.4
1:7:20			12.5
1:7:30			12.7
1:7:40			12.2
1:7:50			12.6
1:8:0			13.2
1:8:10			13.3
1:8:20			14.3
1:8:30			13.3
1:8:40			15.1
1:8:50			16.3
1:9:0			15.8
1:9:10			16
1:9:20			16.4
1:9:30			15.1
1:9:40			16.8
1:9:50			17.1
1:10:0			17.2
1:10:10			17.3
1:10:20			19
1:10:30			18.2
1:10:40			18.3
1:10:50			18
1:11:0			19
1:11:10			19.3
1:11:20			19.8
1:11:30			20.1
1:11:40			20.7
1:11:50			19.8
1:12:0			19.8
1:12:10			19.7
1:12:20			21.1
1:12:30			20.6
1:12:40			20.8
1:12:50			21.1
1:13:0			22
1:13:10			22.9
1:13:20			22.1
1:13:30			22.3
1:13:40			22.7
1:13:50			22.7
1:14:0			22.6
1:14:10			23.2
1:14:20			23.2
1:14:30			23.5
1:14:40			24.2
1:14:50			23.4
1:15:0			22.9
1:15:10			23.5
1:15:20			24
1:15:30			24.9
1:15:40			23.9
1:15:50			23.2
1:16:0			23.5
1:16:10			23.7
1:16:20			23.9
1:16:30			24
1:16:40			24.2
1:16:50			23.6
1:17:0			23.7
1:17:10			23.1
1:17:20			22.9
1:17:30			23.4
1:17:40			22.6
1:17:50			23.1
1:18:0			22.1
1:18:10			22.5
1:18:20			22.1
1:18:30			22
1:18:40			20.8
1:18:50			20.9
1:19:0			20.7
1:19:10			21.4
1:19:20			19.9
1:19:30			19.8
1:19:40			19.7
1:19:50			19.1
1:20:0			20.1
1:20:10			20.7
1:20:20			20.4
1:20:30			17.7
1:20:40			18.2
1:20:50			18.7
1:21:0			19.1
1:21:10			17.4
1:21:20			17.2
1:21:30			16.8
1:21:40			17
1:21:50			16.4
1:22:0			15.1
1:22:10			15.8
1:22:20			14.7
1:22:30			14.5
1:22:40			14.5
1:22:50			13.8
1:23:0			12.7
1:23:10			14.2
1:23:20			13.1
1:23:30			12.4
1:23:40			11.8
1:23:50			12.3
2:0:0			11.9
2:0:10			10.8
2:0:20			12.6
2:0:30			12
2:0:40			10.6
2:0:50			11.3
2:1:0			11.3
2:1:10			10.1
2:1:20			10.9
2:1:30			10.2
2:1:40			10.1
2:1:50			9.9
2:2:0			10.6
2:2:10			8.8
2:2:20			9.1
2:2:30			9.5
2:2:40			8.3
2:2:50			8
2:3:0			8.7
2:3:10			9
2:3:20			9.4
2:3:30			8.9
2:3:40			9.3
2:3:50			8.7
2:4:0			9.6
2:4:10			8.5
2:4:20			9.2
2:4:30			8.4
2:4:40			8.5
2:4:50			9.2
2:5:0			9.8
2:5:10			9.7
2:5:20			9.9
2:5:30			9.6
2:5:40			9.5
2:5:50			9.3
2:6:0			9.9
2:6:10			10.5
2:6:20			10.2
2:6:30			11.1
2:6:40			12
2:6:50			11.4
2:7:0			12.1
2:7:10			12.9
2:7:20			13.3
2:7:30			12.4
2:7:40			12.8
2:7:50			13.8
2:8:0			12.7
2:8:10			14.5
2:8:20			14.3
2:8:30			14
2:8:40			15
2:8:50			16.1
2:9:0			15.9
2:9:10			15.4
2:9:20			15.9
2:9:30			17.2
2:9:40			18.1
2:9:50			17.9
2:10:0			17.9
2:10:10			19.6
2:10:20			19
2:10:30			18.8
2:10:40			20.2
2:10:50			19.7
2:11:0			19
2:11:10			21.4
2:11:20			20.6
2:11:30			21.6
2:11:40			21.7
2:11:50			22.6
2:12:0			22.9
2:12:10			22.7
2:12:20			22.9
2:12:30			23.8
2:12:40			24.7
2:12:50			24.9
2:13:0			23.2
2:13:10			24.9
2:13:20			24.1
2:13:30			24.4
2:13:40			24.7
2:13:50			24.3
2:14:0			25.9
2:14:10			24.7
2:14:20			25.1
2:14:30			25.8
2:14:40			26.4
2:14:50			26.4
2:15:0			26.5
2:15:10			26.5
2:15:20			26.4
2:15:30			26.4
2:15:40			26.4
2:15:50			25.6
2:16:0			26.3
2:16:10			26.4
2:16:20			26.2
2:16:30			25.8
2:16:40			26.9
2:16:50			26.8
2:17:0			26.3
2:17:10			26.5
2:17:20			26.4
2:17:30			26.9
2:17:40			25.8
2:17:50			26.9
2:18:0			26.2
2:18:10			26.6
2:18:20			25.7
2:18:30			25.3
2:18:40			25.3
2:18:50			26.1
2:19:0			25.1
2:19:10			26.4
2:19:20			24.5
2:19:30			24
2:19:40			23.9
2:19:50			24
2:20:0			23.1
2:20:10			22.7
2:20:20			22.6
2:20:30			22.1
2:20:40			22.3
2:20:50			22.1
2:21:0			22.3
2:21:10			21.4
2:21:20			22.3
2:21:30			20.6
2:21:40			20.3
2:21:50			19.9
2:22:0			19.3
2:22:10			19.5
2:22:20			19
2:22:30			18.4
2:22:40			18.4
2:22:50			17.4
2:23:0			17.1
2:23:10			16.6
2:23:20			16.3
2:23:30			15.4
2:23:40			16.7
2:23:50			15.2
3:0:0			14.8
3:0:10			15.6
3:0:20			15.4
3:0:30			16.5
3:0:40			15.3
3:0:50			14.8
3:1:0			15.2
3:1:10			14.5
3:1:20			14.2
3:1:30			13.2
3:1:40			14.8
3:1:50			13.7
3:2:0			14.1
3:2:10			13.8
