time			temp
0:2:0			6.9
0:2:10			7.9
0:2:20			7.7
0:2:30			7.8
0:2:40			6.6
0:2:50			7.1
0:3:0			7
0:3:10			6.2
0:3:20			6.4
0:3:30			6
0:3:40			5.3
0:3:50			6.7
0:4:0			5.9
0:4:10			6.6
0:4:20			7.5
0:4:30			6.7
0:4:40			6.7
0:4:50			6.6
0:5:0			6
0:5:10			7
0:5:20			6.8
0:5:30			6.7
0:5:40			7.1
0:5:50			7.7
0:6:0			7.6
0:6:10			7.6
0:6:20			7.9
0:6:30			8.3
0:6:40			8.6
0:6:50			8.3
0:7:0			8.6
0:7:10			9.4
0:7:20			8.4
0:7:30			9.6
0:7:40			9.2
0:7:50			9.1
0:8:0			10.7
0:8:10			10.6
0:8:20			10.7
0:8:30			12
0:8:40			11.6
0:8:50			12.5
0:9:0			12.2
0:9:10			13.3
0:9:20			12.9
0:9:30			13.2
0:9:40			13.4
0:9:50			13
0:10:0			13.3
0:10:10			14.4
0:10:20			14.4
0:10:30			15.8
0:10:40			15.8
0:10:50			15.9
0:11:0			16.7
0:11:10			17.1
0:11:20			17.5
0:11:30			16.8
0:11:40			17.6
0:11:50			18.5
0:12:0			16.7
0:12:10			17.8
0:12:20			18.1
0:12:30			19.6
0:12:40			20.6
0:12:50			19.1
0:13:0			18.9
0:13:10			19.2
0:13:20			19.7
0:13:30			20.2
0:13:40			19.9
0:13:50			20.7
0:14:0			19.7
0:14:10			20.2
0:14:20			20.8
0:14:30			21.2
0:14:40			20.7
0:14:50			21
0:15:0			20.9
0:15:10			22.2
0:15:20			21.6
0:15:30			21.7
0:15:40			21
0:15:50			21.6
0:16:0			22.2
0:16:10			21.9
0:16:20			22
0:16:30			21.5
0:16:40			21.3
0:16:50			21.3
0:17:0			20.8
0:17:10			20.1
0:17:20			20.3
0:17:30			21
0:17:40			20.5
0:17:50			19.7
0:18:0			20.5
0:18:10			20.2
0:18:20			19.6
0:18:30			19.2
0:18:40			19.8
0:18:50			18.2
0:19:0			18.9
0:19:10			18.2
0:19:20			16.5
0:19:30			17.6
0:19:40			17
0:19:50			16
0:20:0			16.2
0:20:10			16.6
0:20:20			15.9
0:20:30			14.6
0:20:40			15.1
0:20:50			15.7
0:21:0			13
0:21:10			14
0:21:20			14.1
0:21:30			13.1
0:21:40			11.5
0:21:50			11.9
0:22:0			11.9
0:22:10			11.2
0:22:20			10.3
0:22:30			10.7
0:22:40			10.7
0:22:50			9.7
0:23:0			10.4
0:23:10			10.3
0:23:20			11.5
0:23:30			10.8
0:23:40			9.9
0:23:50			9.5
1:0:0			8.7
1:0:10			8.6
1:0:20			9.1
1:0:30			8.1
1:0:40			8.8
1:0:50			7.7
1:1:0			7.6
1:1:10			7.2
1:1:20			8.2
1:1:30			6.1
1:1:40			7
1:1:50			7.6
1:2:0			5.8
1:2:10			6.8
1:2:20			6.4
1:2:30			5.4
1:2:40			5.2
1:2:50			6.5
1:3:0			6.2
1:3:10			7.1
1:3:20			6.8
1:3:30			5.9
1:3:40			5.8
1:3:50			5.9
1:4:0			5.9
1:4:10			5.9
1:4:20			5.7
1:4:30			6.7
1:4:40			5.8
1:4:50			6.3
1:5:0			5.4
1:5:10			6.7
1:5:20			6.3
1:5:30			5.6
1:5:40			7.4
1:5:50			6.6
1:6:0			7.3
1:6:10			6.1
1:6:20			7
1:6:30			8.1
1:6:40			7.6
1:6:50			7.2
1:7:0			6.9
1:7:10			7.5
1:7:20			6.9
1:7:30			8.1
1:7:40			8.9
1:7:50			9.8
1:8:0			8.6
1:8:10			9.6
1:8:20			10.3
1:8:30			10.1
1:8:40			10.2
1:8:50			10.4
1:9:0			10.5
1:9:10			11.4
1:9:20			12.4
1:9:30			12.1
1:9:40			13
