time			temp
0:5:40			9
0:5:50			7.8
0:6:0			8.9
0:6:10			8.3
0:6:20			8.6
0:6:30			8.8
0:6:40			9.7
0:6:50			9.1
0:7:0			10.1
0:7:10			10.8
0:7:20			9.5
0:7:30			10.9
0:7:40			10.8
0:7:50			11.2
0:8:0			12.2
0:8:10			11.8
0:8:20			11.4
0:8:30			13
0:8:40			13.9
0:8:50			14.9
0:9:0			14.4
0:9:10			14.3
0:9:20			14.1
0:9:30			14.4
0:9:40			14.8
0:9:50			15
0:10:0			14.8
0:10:10			15.6
0:10:20			15.3
0:10:30			14.8
0:10:40			14.8
0:10:50			16
0:11:0			17.4
0:11:10			16.9
0:11:20			17.8
0:11:30			17.7
0:11:40			17.6
0:11:50			19
0:12:0			18.3
0:12:10			19.1
0:12:20			19.9
0:12:30			19.8
0:12:40			20.3
0:12:50			20.6
0:13:0			20.7
0:13:10			20.7
0:13:20			21.3
0:13:30			21.1
0:13:40			21.7
0:13:50			20.9
0:14:0			21.1
0:14:10			21.4
0:14:20			21.2
0:14:30			21.6
0:14:40			21
0:14:50			20.9
0:15:0			20.3
0:15:10			22
0:15:20			21.5
0:15:30			21.2
0:15:40			23.4
0:15:50			22.9
0:16:0			22.3
0:16:10			22.2
0:16:20			22.8
0:16:30			22.1
0:16:40			20.7
0:16:50			20.5
0:17:0			20.7
0:17:10			20.8
0:17:20			21.2
0:17:30			20.8
0:17:40			20.5
0:17:50			20.7
0:18:0			19.4
0:18:10			19.7
0:18:20			21.1
0:18:30			20.4
0:18:40			20.3
0:18:50			19.9
0:19:0			18.3
0:19:10			18.9
0:19:20			19.1
0:19:30			18.7
0:19:40			17.7
0:19:50			18.1
0:20:0			18
0:20:10			18
0:20:20			16.5
0:20:30			18.2
0:20:40			16.8
0:20:50			16.3
0:21:0			15.1
0:21:10			16.3
0:21:20			15.3
0:21:30			15.2
0:21:40			14.7
0:21:50			13.4
0:22:0			14.4
0:22:10			12.9
0:22:20			12.6
0:22:30			13.1
0:22:40			12.9
0:22:50			12.2
0:23:0			11.7
0:23:10			13.2
0:23:20			13
0:23:30			12.1
0:23:40			11.7
0:23:50			10.4
1:0:0			10.8
1:0:10			11
1:0:20			10.4
1:0:30			10.3
1:0:40			9.3
1:0:50			9.3
1:1:0			9.2
1:1:10			8.4
1:1:20			8.4
1:1:30			8.3
1:1:40			7.9
1:1:50			7.5
1:2:0			8.6
1:2:10			8.4
1:2:20			8.3
1:2:30			8
1:2:40			8.6
1:2:50			7.9
1:3:0			9.6
1:3:10			7.5
1:3:20			8
1:3:30			8.4
1:3:40			8.3
1:3:50			8.5
1:4:0			7.4
1:4:10			7.6
1:4:20			7.6
1:4:30			7.4
1:4:40			7.7
1:4:50			7.5
1:5:0			7.1
1:5:10			8.3
1:5:20			7.7
1:5:30			7.5
1:5:40			7.9
1:5:50			8.3
1:6:0			7.1
1:6:10			7.8
1:6:20			7.1
1:6:30			8.4
1:6:40			8.2
1:6:50			8.8
1:7:0			10.2
1:7:10			9.3
1:7:20			9.7
1:7:30			9.8
1:7:40			10.8
1:7:50			10.3
1:8:0			9.9
1:8:10			10.8
1:8:20			12.2
1:8:30			12.9
1:8:40			13
1:8:50			12.8
1:9:0			13.9
1:9:10			13.7
1:9:20			13.5
1:9:30			14.2
1:9:40			14.2
1:9:50			14.7
1:10:0			15.7
1:10:10			15.4
1:10:20			15.9
1:10:30			15.6
1:10:40			16.9
1:10:50			16.7
1:11:0			17.3
1:11:10			16.7
1:11:20			16.2
1:11:30			16.8
1:11:40			16.7
1:11:50			18.5
1:12:0			18.1
1:12:10			18
1:12:20			19.4
1:12:30			19.3
1:12:40			18.6
1:12:50			19.3
1:13:0			19.5
1:13:10			19.1
1:13:20			19.6
1:13:30			18.8
1:13:40			20.2
1:13:50			19.2
1:14:0			21
1:14:10			18.8
1:14:20			20.9
1:14:30			20.2
1:14:40			19.8
1:14:50			20.5
1:15:0			21.5
1:15:10			21.5
1:15:20			21.5
1:15:30			20.7
1:15:40			20
1:15:50			21
1:16:0			21.5
1:16:10			20.7
1:16:20			19.8
1:16:30			21.2
1:16:40			20.6
1:16:50			21.2
1:17:0			20.1
1:17:10			20.6
1:17:20			19.5
1:17:30			19
1:17:40			18.8
1:17:50			18.8
1:18:0			17.7
1:18:10			18.8
1:18:20			17.9
1:18:30			17.9
1:18:40			17.6
1:18:50			17
1:19:0			17.3
1:19:10			16.9
1:19:20			15.7
1:19:30			16.6
1:19:40			16.1
1:19:50			15.3
1:20:0			14.6
1:20:10			14.7
1:20:20			14.3
1:20:30			15.2
1:20:40			14.4
1:20:50			13.8
1:21:0			13
1:21:10			13.9
1:21:20			12.4
1:21:30			11.8
1:21:40			12.6
1:21:50			11.1
1:22:0			11.2
1:22:10			11.2
1:22:20			10.5
1:22:30			11.6
1:22:40			9.7
1:22:50			9.7
1:23:0			10.5
1:23:10			9.2
1:23:20			9.4
1:23:30			9.6
1:23:40			8.3
1:23:50			8.5
2:0:0			8.3
2:0:10			7.8
2:0:20			8
2:0:30			7.1
2:0:40			7
2:0:50			7
2:1:0			7.2
2:1:10			7.1
2:1:20			6.8
2:1:30			6.9
2:1:40			5.8
2:1:50			5.9
2:2:0			4.9
2:2:10			5.8
2:2:20			5.3
2:2:30			5.8
2:2:40			5.3
2:2:50			5.6
2:3:0			5
2:3:10			5.2
2:3:20			5.6
2:3:30			4.3
2:3:40			4.6
2:3:50			5.5
2:4:0			5.8
2:4:10			5.3
2:4:20			6.2
2:4:30			5.5
2:4:40			5.4
2:4:50			6.4
2:5:0			7.5
2:5:10			6.2
