time			temp
0:6:50			10.4
0:7:0			11.5
0:7:10			11
0:7:20			11.9
0:7:30			12.1
0:7:40			12.9
0:7:50			13.4
0:8:0			13
0:8:10			13.6
0:8:20			13.2
0:8:30			12.4
0:8:40			12.5
0:8:50			12.9
0:9:0			13.2
0:9:10			12.9
0:9:20			14.5
0:9:30			13.9
0:9:40			13.9
0:9:50			14.7
0:10:0			14.7
0:10:10			15.5
0:10:20			16.8
0:10:30			16
0:10:40			16.1
0:10:50			16.9
0:11:0			16.4
0:11:10			17.7
0:11:20			16.8
0:11:30			18
0:11:40			17.8
0:11:50			18.2
0:12:0			18.7
0:12:10			17.9
0:12:20			19.1
0:12:30			19.5
0:12:40			19.4
0:12:50			19
0:13:0			19.3
0:13:10			18.3
0:13:20			19.1
0:13:30			18.7
0:13:40			19.6
0:13:50			19.2
0:14:0			19
0:14:10			20.7
0:14:20			19.5
0:14:30			19.3
0:14:40			19.2
0:14:50			19.7
0:15:0			18.2
0:15:10			18.3
0:15:20			18.6
0:15:30			18.1
0:15:40			18.3
0:15:50			18.6
0:16:0			18.7
0:16:10			18
0:16:20			17.8
0:16:30			18
0:16:40			17.4
0:16:50			17.9
0:17:0			16.8
0:17:10			16.6
0:17:20			17
0:17:30			17.1
0:17:40			16.7
0:17:50			16.4
0:18:0			15.3
0:18:10			16.3
0:18:20			14.9
0:18:30			14.6
0:18:40			14.6
0:18:50			14
0:19:0			13.2
0:19:10			13.7
0:19:20			12.1
0:19:30			12.1
0:19:40			11.9
0:19:50			12.5
0:20:0			11.9
0:20:10			11
0:20:20			12
0:20:30			11.2
0:20:40			11
0:20:50			10.1
0:21:0			10.6
0:21:10			9.9
0:21:20			10.1
0:21:30			8.6
0:21:40			8.9
0:21:50			8.4
0:22:0			8.2
0:22:10			7.2
0:22:20			6.7
0:22:30			6.6
0:22:40			6.8
0:22:50			5.9
0:23:0			5.4
0:23:10			6
0:23:20			5.7
0:23:30			5.8
0:23:40			5.3
0:23:50			4.4
1:0:0			5.4
1:0:10			6.6
1:0:20			5
1:0:30			4.5
1:0:40			4.2
1:0:50			4.8
1:1:0			5.4
1:1:10			5.4
1:1:20			5
1:1:30			5.5
1:1:40			4.6
1:1:50			3.8
1:2:0			3.9
1:2:10			4.4
1:2:20			3.8
1:2:30			3.2
1:2:40			3.9
1:2:50			4.1
1:3:0			3.8
1:3:10			3.9
1:3:20			3
1:3:30			4.5
1:3:40			5.2
1:3:50			4.5
1:4:0			5.8
1:4:10			6.1
1:4:20			6
1:4:30			5.2
1:4:40			5.2
1:4:50			6.3
1:5:0			6.1
1:5:10			5.6
1:5:20			6.4
1:5:30			6.6
1:5:40			6.6
1:5:50			6.7
1:6:0			7.7
1:6:10			8.6
1:6:20			7.9
1:6:30			7.9
1:6:40			8.7
1:6:50			10.3
1:7:0			9.8
1:7:10			9.4
1:7:20			9
1:7:30			9.9
1:7:40			10.6
1:7:50			11.1
1:8:0			10.3
1:8:10			11.3
1:8:20			11
1:8:30			11.8
1:8:40			12
1:8:50			12.9
1:9:0			12.1
1:9:10			13.4
1:9:20			13.2
1:9:30			12.6
1:9:40			13.5
1:9:50			14
1:10:0			14.5
1:10:10			15
1:10:20			14.6
1:10:30			16.3
1:10:40			15.1
1:10:50			16.2
1:11:0			15.4
1:11:10			15.5
1:11:20			15.9
1:11:30			15.9
1:11:40			16.7
1:11:50			17.3
1:12:0			17
1:12:10			17.2
1:12:20			16.8
1:12:30			17.3
1:12:40			17.8
1:12:50			17.5
1:13:0			17
1:13:10			18
1:13:20			18.2
1:13:30			17.7
1:13:40			18.2
1:13:50			19.7
1:14:0			18.3
1:14:10			17.9
1:14:20			17.9
1:14:30			18.8
1:14:40			18.3
1:14:50			18.5
1:15:0			17.6
1:15:10			19
1:15:20			17.4
1:15:30			17.9
1:15:40			17.6
1:15:50			18.4
1:16:0			17.1
1:16:10			17.1
1:16:20			16.4
1:16:30			16.4
1:16:40			16
1:16:50			16.6
1:17:0			15.7
1:17:10			14.6
1:17:20			14.9
1:17:30			15.5
1:17:40			14.2
1:17:50			13.9
1:18:0			13.4
1:18:10			12.9
1:18:20			13
1:18:30			12.7
1:18:40			13
1:18:50			12
1:19:0			11.7
1:19:10			11.5
1:19:20			10.7
1:19:30			11.4
1:19:40			11
1:19:50			10.2
1:20:0			8.3
1:20:10			8.3
1:20:20			7.7
1:20:30			7.4
1:20:40			8
1:20:50			8
1:21:0			6.7
1:21:10			6.6
1:21:20			6.8
1:21:30			7.3
1:21:40			6
1:21:50			5.7
1:22:0			3.9
1:22:10			4.7
1:22:20			4.1
1:22:30			3.9
1:22:40			3.2
1:22:50			4.5
1:23:0			3.8
1:23:10			4
1:23:20			4.1
1:23:30			4.5
1:23:40			4.1
1:23:50			4
2:0:0			2.3
2:0:10			3.4
2:0:20			4
2:0:30			2.3
2:0:40			2.9
2:0:50			2.2
2:1:0			2
2:1:10			2.6
2:1:20			3.3
2:1:30			2.7
2:1:40			2.8
2:1:50			3.4
2:2:0			2.9
2:2:10			2.7
2:2:20			3.2
2:2:30			3
2:2:40			3
2:2:50			2.6
2:3:0			3.2
2:3:10			3.4
2:3:20			3.9
2:3:30			3.1
2:3:40			3.5
2:3:50			4.3
2:4:0			3.7
2:4:10			3.6
2:4:20			4.2
2:4:30			4.2
2:4:40			4.7
2:4:50			4.7
2:5:0			5.2
2:5:10			5.1
2:5:20			5.7
2:5:30			5.5
2:5:40			6.2
2:5:50			6.9
2:6:0			7.6
2:6:10			7.7
2:6:20			7.7
2:6:30			7.7
2:6:40			8.2
2:6:50			9
2:7:0			9.9
2:7:10			10
2:7:20			10.3
2:7:30			10.9
2:7:40			12.4
2:7:50			12.3
2:8:0			12.4
2:8:10			13.2
2:8:20			13.6
2:8:30			13.5
2:8:40			14.2
2:8:50			14.4
2:9:0			13.4
2:9:10			13.6
2:9:20			14.2
2:9:30			15
2:9:40			14.9
2:9:50			15.5
2:10:0			15.8
2:10:10			17.2
2:10:20			17.1
2:10:30			17.5
2:10:40			17.7
2:10:50			17.2
2:11:0			18.1
2:11:10			18.4
2:11:20			18.1
2:11:30			18.2
2:11:40			19.2
2:11:50			18.6
2:12:0			19.3
2:12:10			18.3
2:12:20			19.7
2:12:30			20.7
2:12:40			20.7
2:12:50			20
2:13:0			19.3
2:13:10			19.9
2:13:20			19.8
2:13:30			19.9
2:13:40			19.8
2:13:50			19.9
2:14:0			19
2:14:10			20.2
2:14:20			20.5
2:14:30			19.9
2:14:40			19.8
2:14:50			20
2:15:0			19.4
2:15:10			19.7
2:15:20			19.7
2:15:30			19.9
2:15:40			19.2
2:15:50			18.7
2:16:0			19.6
2:16:10			18.7
2:16:20			18.9
2:16:30			19.9
2:16:40			18.6
2:16:50			18.5
2:17:0			18.4
2:17:10			18.2
2:17:20			18.9
2:17:30			18
2:17:40			16.7
2:17:50			16.2
2:18:0			15.7
2:18:10			16.3
2:18:20			14.8
2:18:30			15.3
2:18:40			15.4
2:18:50			16.3
2:19:0			14.2
2:19:10			13.4
2:19:20			15.1
2:19:30			13.1
2:19:40			13.3
2:19:50			13.3
2:20:0			12
2:20:10			12.1
2:20:20			11.5
2:20:30			11.4
2:20:40			10.8
2:20:50			10.9
2:21:0			10.8
2:21:10			10.7
2:21:20			10.4
2:21:30			9.3
2:21:40			8.7
2:21:50			8.5
2:22:0			8.3
2:22:10			8.8
2:22:20			7.5
2:22:30			7.4
2:22:40			6.4
2:22:50			6.6
2:23:0			6.4
2:23:10			5.8
2:23:20			6.4
2:23:30			6.1
2:23:40			6.3
2:23:50			5.9
3:0:0			6.6
3:0:10			6
3:0:20			5.5
3:0:30			5
3:0:40			4.6
3:0:50			4.9
3:1:0			4.9
3:1:10			4.4
3:1:20			5
3:1:30			5.2
3:1:40			5.6
3:1:50			5.6
3:2:0			5.5
3:2:10			5.3
3:2:20			5.6
3:2:30			5.7
3:2:40			6.1
3:2:50			5.4
3:3:0			4.5
3:3:10			4.9
3:3:20			5.6
3:3:30			4.2
3:3:40			5.9
3:3:50			6.6
3:4:0			6.5
3:4:10			6.5
3:4:20			6.5
3:4:30			6.2
3:4:40			6.9
3:4:50			6
3:5:0			7.3
3:5:10			7.4
3:5:20			7.2
3:5:30			8.5
3:5:40			8.8
3:5:50			9.6
3:6:0			10
3:6:10			11.6
3:6:20			11.4
3:6:30			11.4
3:6:40			11.5
3:6:50			11.8
3:7:0			12.2
3:7:10			13.2
3:7:20			13.4
3:7:30			13
3:7:40			14
3:7:50			14.2
3:8:0			14.2
3:8:10			14.8
3:8:20			13.9
3:8:30			14.5
3:8:40			15
3:8:50			15.1
3:9:0			15.5
3:9:10			15.2
3:9:20			15.3
3:9:30			15.9
3:9:40			15.9
3:9:50			16
3:10:0			16.3
3:10:10			17.5
3:10:20			16.3
3:10:30			18.9
3:10:40			18.8
3:10:50			17.9
3:11:0			17.3
3:11:10			17.8
3:11:20			19.3
3:11:30			19.4
3:11:40			18.8
3:11:50			19
3:12:0			18.5
3:12:10			18.8
3:12:20			19.4
3:12:30			18.8
3:12:40			20.5
3:12:50			19.9
3:13:0			19.4
3:13:10			19.4
3:13:20			20.3
3:13:30			19.8
3:13:40			18.3
3:13:50			18.7
3:14:0			19.5
3:14:10			18.6
3:14:20			19
3:14:30			19.4
3:14:40			19.6
3:14:50			18.8
3:15:0			20.4
3:15:10			19.4
3:15:20			19.6
3:15:30			19.4
3:15:40			19
3:15:50			17.8
3:16:0			18.2
3:16:10			18
3:16:20			17.7
3:16:30			17.8
3:16:40			17.6
3:16:50			17.2
3:17:0			17.3
3:17:10			17.6
3:17:20			17.2
3:17:30			17.2
3:17:40			17.2
3:17:50			15.8
3:18:0			15.3
3:18:10			15.3
3:18:20			15.4
3:18:30			15.3
3:18:40			13.2
3:18:50			13.3
3:19:0			13.4
3:19:10			13.7
3:19:20			12.9
3:19:30			12.2
3:19:40			12
3:19:50			10.8
3:20:0			11.1
3:20:10			11.1
3:20:20			11.5
3:20:30			9.7
3:20:40			9.9
3:20:50			10.7
3:21:0			9.6
3:21:10			8.9
3:21:20			9.1
3:21:30			8.1
3:21:40			7.8
3:21:50			7.3
3:22:0			7.9
3:22:10			7.2
3:22:20			8.4
3:22:30			7.8
3:22:40			6.8
3:22:50			6.9
