sim,time,trap.id,nmales,ntrees,type,lure
1,79,63,223,49,expert2,20
2,53,21,13,4,expert2,20
3,50,1,23,8,expert2,20
4,47,14,5,4,expert2,20
5,50,77,5,7,expert2,20
6,69,14,43,24,expert2,20
7,53,18,9,14,expert2,20
8,36,17,1,1,expert2,20
9,42,80,3,3,expert2,20
10,39,25,3,4,expert2,20
11,48,68,8,5,expert2,20
12,64,91,13,8,expert2,20
13,37,6,1,2,expert2,20
14,65,44,12,6,expert2,20
15,67,40,25,9,expert2,20
16,47,41,4,3,expert2,20
17,77,97,62,59,expert2,20
18,64,17,12,4,expert2,20
19,46,21,3,2,expert2,20
20,47,24,6,4,expert2,20
21,67,44,35,10,expert2,20
22,51,25,14,5,expert2,20
23,49,7,7,2,expert2,20
24,61,30,17,7,expert2,20
25,58,77,12,5,expert2,20
26,48,17,8,7,expert2,20
27,54,71,13,15,expert2,20
28,52,8,18,5,expert2,20
29,60,6,15,11,expert2,20
30,76,87,60,54,expert2,20
31,47,25,6,3,expert2,20
32,41,28,2,6,expert2,20
33,47,55,6,5,expert2,20
34,84,30,226,6,expert2,20
35,73,64,113,28,expert2,20
36,51,10,10,9,expert2,20
37,50,96,14,10,expert2,20
38,59,91,16,7,expert2,20
39,53,74,10,12,expert2,20
40,58,44,6,5,expert2,20
41,44,74,4,5,expert2,20
42,46,44,5,3,expert2,20
43,61,22,15,10,expert2,20
44,96,67,331,15,expert2,20
45,79,65,254,168,expert2,20
46,50,31,15,7,expert2,20
47,84,16,270,40,expert2,20
48,50,89,10,6,expert2,20
49,68,71,25,17,expert2,20
50,56,5,8,10,expert2,20
51,70,55,60,12,expert2,20
52,49,8,5,3,expert2,20
53,50,4,7,6,expert2,20
54,72,20,79,30,expert2,20
55,89,67,249,48,expert2,20
56,47,38,5,6,expert2,20
57,62,58,7,6,expert2,20
58,76,33,49,48,expert2,20
59,39,8,2,2,expert2,20
60,55,55,12,9,expert2,20
61,50,21,14,10,expert2,20
62,79,65,284,177,expert2,20
63,59,33,15,11,expert2,20
64,44,51,3,2,expert2,20
65,50,10,12,5,expert2,20
66,62,92,12,16,expert2,20
67,66,2,18,12,expert2,20
68,58,36,17,5,expert2,20
69,40,25,3,4,expert2,20
70,79,90,274,165,expert2,20
71,68,93,46,7,expert2,20
72,66,16,15,10,expert2,20
73,51,8,13,7,expert2,20
74,66,36,23,3,expert2,20
75,49,27,8,7,expert2,20
76,67,4,21,11,expert2,20
77,50,59,15,6,expert2,20
78,54,7,18,6,expert2,20
79,46,48,6,3,expert2,20
80,37,81,5,1,expert2,20
81,50,45,15,6,expert2,20
82,50,33,7,2,expert2,20
83,68,55,43,10,expert2,20
84,68,55,46,11,expert2,20
85,57,45,14,7,expert2,20
86,46,5,2,1,expert2,20
87,37,80,5,2,expert2,20
88,37,10,3,1,expert2,20
89,67,7,34,5,expert2,20
90,41,4,2,2,expert2,20
91,48,17,3,4,expert2,20
92,50,7,8,6,expert2,20
93,74,40,133,24,expert2,20
94,43,4,3,3,expert2,20
95,52,18,19,8,expert2,20
96,54,25,19,5,expert2,20
97,46,4,5,6,expert2,20
98,75,55,33,41,expert2,20
99,107,22,1783,397,expert2,20
100,75,76,44,39,expert2,20
101,37,87,1,1,expert2,20
102,92,67,307,44,expert2,20
103,47,100,9,5,expert2,20
104,56,80,13,9,expert2,20
105,67,5,20,11,expert2,20
106,66,19,13,11,expert2,20
107,66,51,15,13,expert2,20
108,47,21,3,5,expert2,20
109,57,65,16,7,expert2,20
110,70,11,18,19,expert2,20
111,56,31,17,9,expert2,20
112,47,48,5,4,expert2,20
113,49,22,7,9,expert2,20
114,67,33,10,12,expert2,20
115,48,20,4,7,expert2,20
116,67,7,20,7,expert2,20
117,50,2,8,9,expert2,20
118,53,17,14,4,expert2,20
119,47,38,8,5,expert2,20
120,56,63,12,12,expert2,20
121,40,20,1,3,expert2,20
122,50,21,10,7,expert2,20
123,67,41,17,8,expert2,20
124,45,7,5,7,expert2,20
125,40,17,2,2,expert2,20
126,50,51,15,11,expert2,20
127,72,90,31,28,expert2,20
128,50,63,17,7,expert2,20
129,67,4,28,11,expert2,20
130,69,50,44,7,expert2,20
131,53,21,10,8,expert2,20
132,41,12,4,3,expert2,20
133,40,54,4,2,expert2,20
134,41,45,2,1,expert2,20
135,53,2,15,6,expert2,20
136,50,5,9,6,expert2,20
137,46,94,6,1,expert2,20
138,67,2,28,12,expert2,20
139,37,5,1,2,expert2,20
140,41,10,4,2,expert2,20
141,53,74,14,4,expert2,20
142,88,46,263,11,expert2,20
143,60,25,13,6,expert2,20
144,68,77,38,13,expert2,20
145,50,7,13,4,expert2,20
146,50,4,14,9,expert2,20
147,52,31,10,10,expert2,20
148,50,2,16,12,expert2,20
149,94,52,302,56,expert2,20
150,51,15,16,8,expert2,20
