time			temp
0:1:30			9.3
0:1:40			9
0:1:50			9.5
0:2:0			9.2
0:2:10			9.8
0:2:20			9.7
0:2:30			10
0:2:40			9.2
0:2:50			9.5
0:3:0			9.3
0:3:10			8.5
0:3:20			8.8
0:3:30			8.7
0:3:40			9.2
0:3:50			9.9
0:4:0			10.3
0:4:10			9.8
0:4:20			10.5
0:4:30			9.5
0:4:40			10
0:4:50			9.4
0:5:0			10.9
0:5:10			10.7
0:5:20			11.1
0:5:30			10.3
0:5:40			11.6
0:5:50			11.9
0:6:0			11.9
0:6:10			12.6
0:6:20			13.2
0:6:30			13.7
0:6:40			13.9
0:6:50			13.8
0:7:0			14
0:7:10			15.5
0:7:20			15.3
0:7:30			17.1
0:7:40			16.8
0:7:50			17.4
0:8:0			17
0:8:10			17.2
0:8:20			17.5
0:8:30			18.4
0:8:40			17.9
0:8:50			18.7
0:9:0			18.2
0:9:10			19
0:9:20			17.9
0:9:30			19.1
0:9:40			20
0:9:50			20.6
0:10:0			20.4
0:10:10			20.2
0:10:20			22.1
0:10:30			21.2
0:10:40			20.9
0:10:50			20.4
0:11:0			21.6
0:11:10			22.6
0:11:20			21.5
0:11:30			22.3
0:11:40			22.1
0:11:50			21.9
0:12:0			22.9
0:12:10			23.4
0:12:20			23.9
0:12:30			22.8
0:12:40			22.7
0:12:50			23.5
0:13:0			23.8
0:13:10			23
0:13:20			23.2
0:13:30			23.5
0:13:40			24
0:13:50			24.6
0:14:0			23.7
0:14:10			23.7
0:14:20			23.3
0:14:30			23.3
0:14:40			23.7
0:14:50			23.3
0:15:0			22.8
0:15:10			22.4
0:15:20			21.9
0:15:30			23.9
0:15:40			23.4
0:15:50			22.6
0:16:0			23.2
0:16:10			23.1
0:16:20			23.2
0:16:30			23.1
0:16:40			22.9
0:16:50			23
0:17:0			23
0:17:10			22.1
0:17:20			22.4
0:17:30			22.2
0:17:40			21.2
0:17:50			21.5
0:18:0			20.5
0:18:10			20.4
0:18:20			20
0:18:30			20.9
0:18:40			19.1
0:18:50			18.4
0:19:0			17.5
0:19:10			17.9
0:19:20			17.8
0:19:30			16.6
0:19:40			17.4
0:19:50			15.8
0:20:0			17.2
0:20:10			15.5
0:20:20			15.9
0:20:30			16.4
0:20:40			14.9
0:20:50			15.4
0:21:0			15
0:21:10			15.6
0:21:20			14.8
0:21:30			15.4
0:21:40			14.5
0:21:50			14.5
0:22:0			14.5
0:22:10			13.5
0:22:20			13.2
0:22:30			12.8
0:22:40			12.4
0:22:50			12.5
0:23:0			10.7
0:23:10			10.6
0:23:20			10.6
0:23:30			10.7
0:23:40			11
0:23:50			10.2
1:0:0			9.1
1:0:10			8.7
1:0:20			9
1:0:30			9.2
1:0:40			9.7
1:0:50			9.3
1:1:0			9.4
1:1:10			8.6
1:1:20			9.4
1:1:30			8.6
1:1:40			8.7
1:1:50			8.2
1:2:0			7.9
1:2:10			8.6
1:2:20			8.7
1:2:30			8.9
1:2:40			8.9
1:2:50			8.4
1:3:0			7
1:3:10			7.9
1:3:20			7
1:3:30			8.1
1:3:40			7.6
1:3:50			7.9
1:4:0			9.2
1:4:10			9.4
1:4:20			9.1
1:4:30			10.2
1:4:40			9.8
1:4:50			10.3
1:5:0			10.3
1:5:10			10.5
1:5:20			9.5
1:5:30			11.6
1:5:40			11.4
1:5:50			11.4
1:6:0			11.2
1:6:10			11.5
1:6:20			12.1
1:6:30			12.1
1:6:40			13.3
1:6:50			13.8
1:7:0			13.8
1:7:10			13
1:7:20			13.6
1:7:30			14.2
1:7:40			14.2
1:7:50			14.3
1:8:0			15.3
1:8:10			15.3
1:8:20			15.4
1:8:30			15.4
1:8:40			15.9
