time			temp
0:0:10			14.4
0:0:20			13
0:0:30			12.8
0:0:40			12.8
0:0:50			12.1
0:1:0			12.6
0:1:10			12.4
0:1:20			13.2
0:1:30			12.6
0:1:40			11.7
0:1:50			12
0:2:0			11.8
0:2:10			12.5
0:2:20			12.4
0:2:30			11.7
0:2:40			12.1
0:2:50			11.6
0:3:0			11.6
0:3:10			9.8
0:3:20			10.4
0:3:30			9.6
0:3:40			9.6
0:3:50			10.2
0:4:0			10.3
0:4:10			10.5
0:4:20			9.6
0:4:30			10.5
0:4:40			9.8
0:4:50			10.7
0:5:0			11.3
0:5:10			11.3
0:5:20			10
0:5:30			10.4
0:5:40			10.7
0:5:50			11.3
0:6:0			12
0:6:10			12.5
0:6:20			12.4
0:6:30			12.5
0:6:40			13.1
0:6:50			13.6
0:7:0			14.2
0:7:10			14.4
0:7:20			14.5
0:7:30			13.1
0:7:40			14.1
0:7:50			15.3
0:8:0			15
0:8:10			15.3
0:8:20			15.7
0:8:30			16.3
0:8:40			17.2
0:8:50			17.3
0:9:0			18.2
0:9:10			18
0:9:20			17.8
0:9:30			18.2
0:9:40			19.5
0:9:50			20.3
0:10:0			19.2
0:10:10			18.8
0:10:20			20.9
0:10:30			20.4
0:10:40			20.7
0:10:50			21
0:11:0			20.6
0:11:10			21.2
0:11:20			21.7
0:11:30			21.6
0:11:40			22
0:11:50			22
0:12:0			21.6
0:12:10			22.4
0:12:20			23.3
0:12:30			22.8
0:12:40			24
0:12:50			22.6
0:13:0			24.1
0:13:10			24.3
0:13:20			23.6
0:13:30			24.8
0:13:40			24.4
0:13:50			24
0:14:0			25.4
0:14:10			25.6
0:14:20			26
0:14:30			25.2
0:14:40			25
0:14:50			25.8
0:15:0			25.7
0:15:10			25.5
0:15:20			25.5
0:15:30			24.4
0:15:40			24.5
0:15:50			25.8
0:16:0			25
0:16:10			25.2
0:16:20			24.5
0:16:30			24.8
0:16:40			24.5
0:16:50			25.6
0:17:0			24.7
0:17:10			24.8
0:17:20			23.8
0:17:30			24.6
0:17:40			23.5
0:17:50			23.5
0:18:0			23.4
0:18:10			23.9
0:18:20			23.4
0:18:30			22.9
0:18:40			23.9
0:18:50			23
0:19:0			22.3
0:19:10			21.6
0:19:20			21.9
0:19:30			21.5
0:19:40			21.4
0:19:50			19.3
0:20:0			20.5
0:20:10			19.7
0:20:20			20.4
0:20:30			19.1
0:20:40			18.9
0:20:50			18.1
0:21:0			18.3
0:21:10			18.4
0:21:20			17.7
0:21:30			17.9
0:21:40			18.7
0:21:50			16
0:22:0			17.3
0:22:10			15.7
0:22:20			17.3
0:22:30			16.2
0:22:40			15.9
0:22:50			16.4
0:23:0			15.1
0:23:10			16.1
0:23:20			16
