time			temp
0:4:30			11
0:4:40			10.7
0:4:50			11.3
0:5:0			11.5
0:5:10			11.6
0:5:20			10.5
0:5:30			10.8
0:5:40			12.2
0:5:50			11.9
0:6:0			11.9
0:6:10			11.3
0:6:20			12.1
0:6:30			13.5
0:6:40			13
0:6:50			13.6
0:7:0			13.6
0:7:10			13.2
0:7:20			14.2
0:7:30			14.8
0:7:40			14.3
0:7:50			15.1
0:8:0			15.6
0:8:10			15.7
0:8:20			16.2
0:8:30			15.9
0:8:40			16.7
0:8:50			16.3
0:9:0			17
0:9:10			17.1
0:9:20			17.7
0:9:30			18.2
0:9:40			18.3
0:9:50			18
0:10:0			19.2
0:10:10			19.9
0:10:20			20.5
0:10:30			20.1
0:10:40			19.4
0:10:50			20.3
0:11:0			20.6
0:11:10			20.7
0:11:20			20.4
0:11:30			21.4
0:11:40			23.2
0:11:50			22.9
0:12:0			23.6
0:12:10			24.1
0:12:20			23.7
0:12:30			23.4
0:12:40			23.6
0:12:50			23.9
0:13:0			24.1
0:13:10			25
0:13:20			24.3
0:13:30			23.6
0:13:40			23.5
0:13:50			24
0:14:0			23.9
0:14:10			23.9
0:14:20			23
0:14:30			23.5
0:14:40			23.3
0:14:50			24.6
0:15:0			23.6
0:15:10			25
0:15:20			24.3
0:15:30			25.2
0:15:40			25.8
0:15:50			25.1
0:16:0			25.5
0:16:10			25.6
0:16:20			25.6
0:16:30			26
0:16:40			25.3
0:16:50			24.6
0:17:0			24.3
0:17:10			25.3
0:17:20			25.4
0:17:30			24.4
0:17:40			24.4
0:17:50			23.3
0:18:0			24.1
0:18:10			24.1
0:18:20			23.3
0:18:30			22.4
0:18:40			22.6
0:18:50			22.2
0:19:0			23.4
0:19:10			23.2
0:19:20			22.7
0:19:30			22
0:19:40			20.8
0:19:50			20.1
0:20:0			20.7
0:20:10			20.6
0:20:20			20.3
0:20:30			20.1
0:20:40			18.7
0:20:50			18.3
0:21:0			18.4
0:21:10			18
0:21:20			17.6
0:21:30			16.5
0:21:40			16.8
0:21:50			15.9
0:22:0			18.2
0:22:10			16.8
0:22:20			16.6
0:22:30			16.3
0:22:40			16.1
0:22:50			15.9
0:23:0			15.2
0:23:10			13.7
0:23:20			14.3
