"","x","y"
"1",583.538407227024,549.22153565567
"2",501.216853526421,572.36126519274
"3",502.206657547504,586.54188408982
"4",573.748340294696,570.984902512282
"5",599.794113030657,570.017141290009
"6",514.348208089359,593.944747257046
"7",586.941711301915,595.858846022747
"8",584.617664339021,503.045061323792
"9",546.502389991656,596.89207689371
"10",561.357365339063,585.357219562866
"11",508.701726794243,520.404761005193
"12",531.404548510909,508.045457559638
"13",588.497128896415,549.687493895181
"14",586.550198495388,536.980558908544
"15",519.128930731677,554.196387226693
"16",539.873593556695,544.485245994292
"17",570.451778755523,571.717455727048
"18",552.240343601443,567.033825814724
"19",595.244227489457,557.925583398901
"20",511.433805525303,521.087317215279
"21",545.813328144141,528.168798238039
"22",589.267654204741,543.798776343465
"23",583.094605687074,575.962643930689
"24",561.506624822505,533.248343132436
"25",581.335982074961,557.956685731187
"26",572.28074898012,583.686594641767
"27",501.176056195982,518.63695315551
"28",562.734667723998,556.702760490589
"29",535.674629826099,505.947863147594
"30",585.008597956039,585.190504277125
"31",505.654115183279,592.933827778324
"32",503.696856601164,533.075543865561
"33",559.987997706048,548.028764873743
"34",585.962495929562,528.529185801744
"35",588.945563766174,587.407803605311
"36",563.413913338445,561.501063266769
"37",539.042050926946,553.792421962135
"38",516.341721313074,588.589097070508
"39",541.765581187792,565.151435881853
"40",594.556868006475,557.661712844856
"41",590.969941439107,572.319414257072
"42",520.340955583379,523.127800342627
"43",590.061218524352,509.706716053188
"44",505.009520868771,508.765844884329
"45",523.005523066968,508.304607449099
"46",552.058840263635,562.813276494853
"47",530.093254265375,544.582668715157
"48",506.53908716049,515.509391576052
"49",591.871021315455,512.975280359387
"50",568.366933544166,505.896156630479
"51",518.153675505891,529.503861861303
"52",538.280253042467,571.709179831669
"53",552.652784925885,520.129550551064
"54",578.122854162939,583.809604356065
"55",552.206150162965,534.117314219475
"56",513.916105148382,556.037854240276
"57",529.661605251022,534.947799541987
"58",533.844401780516,527.150691743009
"59",566.501501528546,541.393480193801
"60",502.220797142945,578.185395873152
"61",560.877472860739,562.070119124837
"62",556.290019559674,576.74084706232
"63",536.067688395269,541.168011329137
"64",502.393006463535,573.150724265724
"65",500.136992731132,522.280358406715
"66",505.57206957601,528.512372309342
"67",596.988591412082,576.666177879088
"68",508.318316540681,527.282490441576
"69",588.953312835656,521.026909630746
"70",592.516785883345,536.082216980867
"71",551.514215045609,505.826927279122
"72",521.072579431348,548.769655148499
"73",578.760573267937,588.345187623054
"74",536.058116331697,523.203510092571
"75",552.824940602295,523.840553406626
"76",564.797130227089,552.006327989511
"77",519.573626015335,547.598225157708
"78",554.264182038605,511.909165792167
"79",571.246385318227,588.889066665433
"80",553.047598409466,598.87892222032
"81",595.59871586971,523.135873000138
"82",566.672192653641,578.29223643057
"83",575.750961666927,586.428783624433
"84",558.49209248554,575.293745985255
"85",550.582414329983,530.35755706951
"86",515.37323622033,517.805563355796
"87",546.340597560629,583.655842207372
"88",555.219189100899,598.430170165375
"89",598.394106724299,541.490675741807
"90",545.351585559547,579.654905269854
"91",546.16950165946,569.770060409792
"92",529.292020224966,580.271926056594
"93",592.025248869322,516.777531779371
"94",558.383746212348,528.897847933695
"95",567.004497721791,549.620499322191
"96",501.264997059479,518.787425686605
"97",549.81785826385,526.565110287629
"98",513.117930549197,508.094813814387
"99",557.053365046158,562.056578532793
"100",565.628156531602,555.373022984713
