time			temp
0:5:30			7.2
0:5:40			6.7
0:5:50			7
0:6:0			7.9
0:6:10			7.6
0:6:20			7.6
0:6:30			8.5
0:6:40			7.9
0:6:50			8.4
0:7:0			9.3
0:7:10			9.4
0:7:20			10
0:7:30			9.2
0:7:40			10.7
0:7:50			10.2
0:8:0			10.6
0:8:10			10.8
0:8:20			11.2
0:8:30			11.7
0:8:40			11.9
0:8:50			11.8
0:9:0			13.5
0:9:10			13.2
0:9:20			14.1
0:9:30			14.9
0:9:40			14.4
0:9:50			13.2
0:10:0			13.5
0:10:10			15.1
0:10:20			15.2
0:10:30			15.5
0:10:40			15
0:10:50			15.8
0:11:0			15.8
0:11:10			16.4
0:11:20			17.5
0:11:30			17.3
0:11:40			17.1
0:11:50			17.1
0:12:0			18
0:12:10			18.8
0:12:20			18
0:12:30			18.3
0:12:40			18.3
0:12:50			18.8
0:13:0			19.4
0:13:10			19.3
0:13:20			20
0:13:30			21.1
0:13:40			20.6
0:13:50			21.4
0:14:0			20.3
0:14:10			21.1
0:14:20			20.1
0:14:30			21.5
0:14:40			21.8
0:14:50			21.1
0:15:0			21.5
0:15:10			20.9
0:15:20			21.6
0:15:30			20.7
0:15:40			20.9
0:15:50			21
0:16:0			21.9
0:16:10			22.5
0:16:20			22
0:16:30			21.7
0:16:40			21.1
0:16:50			21.1
0:17:0			20.8
0:17:10			21.3
0:17:20			20.2
0:17:30			21.2
0:17:40			21.3
0:17:50			21.4
0:18:0			20.7
0:18:10			20.4
0:18:20			20.3
0:18:30			19.1
0:18:40			18.9
0:18:50			18.3
0:19:0			18.5
0:19:10			17.9
0:19:20			17.9
0:19:30			17.4
0:19:40			17.5
0:19:50			18
0:20:0			16.9
0:20:10			14.6
0:20:20			14.9
0:20:30			15.8
0:20:40			14.1
0:20:50			14.1
0:21:0			14.6
0:21:10			13.6
0:21:20			13
0:21:30			13.1
0:21:40			13.3
0:21:50			13.2
0:22:0			11.4
0:22:10			10.9
0:22:20			12.1
0:22:30			11.6
0:22:40			11.6
0:22:50			10
0:23:0			10.6
0:23:10			10.5
0:23:20			9.1
0:23:30			10.5
0:23:40			10
0:23:50			8.6
1:0:0			8.8
1:0:10			9.7
1:0:20			9.1
1:0:30			8.6
1:0:40			9.7
1:0:50			8.2
1:1:0			8.5
1:1:10			7.9
1:1:20			6.9
1:1:30			7
1:1:40			7.2
1:1:50			6.6
1:2:0			6.8
1:2:10			5.8
1:2:20			5.6
1:2:30			5.5
1:2:40			6.1
1:2:50			6.6
1:3:0			6.5
1:3:10			5.8
1:3:20			7.5
1:3:30			6.4
1:3:40			6.8
1:3:50			6.2
1:4:0			5.7
1:4:10			6.6
1:4:20			6
1:4:30			6.1
1:4:40			5
1:4:50			5.5
1:5:0			5
1:5:10			5.9
1:5:20			5.8
1:5:30			6.2
1:5:40			6.4
1:5:50			5.9
1:6:0			6.1
1:6:10			6.5
1:6:20			6.4
1:6:30			6.6
1:6:40			5.4
1:6:50			7.3
1:7:0			7.4
1:7:10			7.3
1:7:20			7.8
1:7:30			8.3
1:7:40			8.3
1:7:50			8.2
1:8:0			9.1
1:8:10			9.5
1:8:20			10
1:8:30			9.8
1:8:40			10.7
1:8:50			10.5
1:9:0			11.8
1:9:10			12.1
1:9:20			12.1
1:9:30			12.6
1:9:40			12.2
1:9:50			12.9
1:10:0			12.9
1:10:10			14.1
1:10:20			14.3
1:10:30			14.4
1:10:40			15.3
1:10:50			15.5
1:11:0			16.3
1:11:10			15.6
1:11:20			15.4
1:11:30			15.4
