sim,time,trap.id,nmales,ntrees,type,lure
1,72,41,99,25,expert1,50
2,44,56,5,6,expert1,50
3,53,8,12,6,expert1,50
4,78,24,175,41,expert1,50
5,57,1,13,11,expert1,50
6,64,89,9,8,expert1,50
7,82,8,254,16,expert1,50
8,77,8,181,14,expert1,50
9,53,18,21,10,expert1,50
10,63,63,13,8,expert1,50
11,69,89,63,13,expert1,50
12,49,47,6,7,expert1,50
13,46,8,4,5,expert1,50
14,56,66,17,7,expert1,50
15,54,20,11,11,expert1,50
16,54,27,16,7,expert1,50
17,72,4,112,12,expert1,50
18,37,52,2,1,expert1,50
19,70,22,75,11,expert1,50
20,52,21,2,15,expert1,50
21,59,18,11,7,expert1,50
22,57,81,18,4,expert1,50
23,61,12,12,7,expert1,50
24,52,73,12,9,expert1,50
25,52,37,17,9,expert1,50
26,81,48,262,28,expert1,50
27,51,1,9,4,expert1,50
28,73,24,110,34,expert1,50
29,73,4,112,14,expert1,50
30,67,100,31,7,expert1,50
31,55,24,21,4,expert1,50
32,76,93,147,7,expert1,50
33,52,64,13,8,expert1,50
34,73,10,114,12,expert1,50
35,61,41,19,8,expert1,50
36,75,86,127,30,expert1,50
37,78,24,187,23,expert1,50
38,62,10,24,6,expert1,50
39,80,8,229,13,expert1,50
40,79,18,224,16,expert1,50
41,60,4,15,6,expert1,50
42,76,100,170,13,expert1,50
43,55,64,16,6,expert1,50
44,41,52,2,2,expert1,50
45,75,24,133,9,expert1,50
46,45,1,6,2,expert1,50
47,70,4,61,11,expert1,50
48,81,4,234,17,expert1,50
49,76,7,147,14,expert1,50
50,77,10,160,12,expert1,50
51,67,67,23,8,expert1,50
52,57,1,14,8,expert1,50
53,58,24,9,10,expert1,50
54,72,37,96,32,expert1,50
55,66,21,13,7,expert1,50
56,48,1,4,4,expert1,50
57,78,8,209,13,expert1,50
58,72,63,93,12,expert1,50
59,54,48,15,8,expert1,50
60,82,18,273,37,expert1,50
61,42,8,3,7,expert1,50
62,63,4,13,5,expert1,50
63,76,37,176,49,expert1,50
64,68,24,41,12,expert1,50
65,54,52,12,5,expert1,50
66,75,24,142,16,expert1,50
67,54,89,15,7,expert1,50
68,58,8,18,6,expert1,50
69,47,52,5,4,expert1,50
70,61,10,17,8,expert1,50
71,81,24,267,45,expert1,50
72,81,89,255,15,expert1,50
73,42,61,3,3,expert1,50
74,45,59,3,6,expert1,50
75,71,21,11,17,expert1,50
76,57,22,13,6,expert1,50
77,60,1,13,9,expert1,50
78,75,4,134,11,expert1,50
79,64,8,13,10,expert1,50
80,71,41,87,19,expert1,50
81,37,36,1,3,expert1,50
82,74,37,126,26,expert1,50
83,84,1,279,21,expert1,50
84,65,100,16,4,expert1,50
85,76,89,153,11,expert1,50
86,38,71,2,2,expert1,50
87,42,49,5,6,expert1,50
88,73,37,144,12,expert1,50
89,54,24,11,6,expert1,50
90,68,8,37,6,expert1,50
91,70,37,72,19,expert1,50
92,56,8,12,4,expert1,50
93,80,18,218,29,expert1,50
94,67,37,27,6,expert1,50
95,44,52,5,7,expert1,50
96,78,24,190,37,expert1,50
97,82,8,280,18,expert1,50
98,54,89,19,5,expert1,50
99,73,37,109,14,expert1,50
100,63,34,7,14,expert1,50
101,51,52,13,7,expert1,50
102,67,4,35,10,expert1,50
103,62,8,19,10,expert1,50
104,68,20,41,6,expert1,50
105,62,7,12,6,expert1,50
106,79,1,211,18,expert1,50
107,67,85,27,10,expert1,50
108,47,48,3,4,expert1,50
109,64,37,12,6,expert1,50
110,56,10,17,7,expert1,50
111,59,73,21,10,expert1,50
112,74,8,127,12,expert1,50
113,78,64,206,33,expert1,50
114,47,37,3,5,expert1,50
115,70,8,64,16,expert1,50
116,65,89,13,8,expert1,50
117,70,4,73,6,expert1,50
118,60,24,16,6,expert1,50
119,50,76,5,7,expert1,50
120,65,64,16,6,expert1,50
121,75,52,157,26,expert1,50
122,76,8,183,11,expert1,50
123,50,63,15,9,expert1,50
124,54,18,13,6,expert1,50
125,67,10,23,8,expert1,50
126,77,63,193,18,expert1,50
127,39,55,2,2,expert1,50
128,77,37,188,17,expert1,50
129,73,77,122,24,expert1,50
130,70,89,61,11,expert1,50
131,51,8,6,7,expert1,50
132,69,7,49,7,expert1,50
133,65,24,10,10,expert1,50
134,86,4,250,13,expert1,50
135,52,8,18,6,expert1,50
136,75,63,146,12,expert1,50
137,68,24,43,16,expert1,50
138,41,87,6,5,expert1,50
139,65,89,17,10,expert1,50
140,59,24,14,17,expert1,50
141,85,8,248,13,expert1,50
142,58,48,16,8,expert1,50
143,75,41,141,26,expert1,50
144,75,1,130,35,expert1,50
145,74,1,125,16,expert1,50
146,80,4,241,13,expert1,50
147,81,89,260,14,expert1,50
148,70,8,93,14,expert1,50
149,81,4,232,20,expert1,50
150,47,52,6,7,expert1,50
151,72,64,111,19,expert1,50
152,78,89,212,17,expert1,50
153,46,37,4,8,expert1,50
154,61,6,16,4,expert1,50
155,54,24,18,9,expert1,50
156,79,20,215,14,expert1,50
157,63,21,16,5,expert1,50
158,68,73,36,22,expert1,50
159,70,18,76,20,expert1,50
160,69,27,47,16,expert1,50
161,58,52,12,6,expert1,50
162,69,79,54,20,expert1,50
163,59,30,17,7,expert1,50
164,72,48,94,31,expert1,50
165,58,48,14,11,expert1,50
166,69,4,53,10,expert1,50
167,84,4,234,12,expert1,50
168,65,16,17,12,expert1,50
169,74,100,121,14,expert1,50
170,62,73,16,5,expert1,50
171,66,49,22,12,expert1,50
172,39,27,2,2,expert1,50
173,65,89,22,7,expert1,50
174,74,19,140,18,expert1,50
175,62,37,12,9,expert1,50
176,45,27,5,8,expert1,50
177,82,89,265,22,expert1,50
178,70,73,79,11,expert1,50
179,69,63,48,32,expert1,50
180,48,100,4,6,expert1,50
181,79,8,222,17,expert1,50
182,63,89,20,7,expert1,50
183,54,64,12,4,expert1,50
184,47,24,4,2,expert1,50
185,71,37,91,25,expert1,50
186,69,8,49,10,expert1,50
187,55,52,8,13,expert1,50
188,84,89,279,15,expert1,50
189,72,89,105,11,expert1,50
190,78,8,227,18,expert1,50
191,83,89,250,22,expert1,50
192,65,48,14,5,expert1,50
193,68,27,10,6,expert1,50
194,83,37,280,59,expert1,50
195,55,64,6,11,expert1,50
196,68,48,48,23,expert1,50
197,42,87,4,4,expert1,50
198,77,89,184,11,expert1,50
199,60,1,15,8,expert1,50
200,74,24,153,23,expert1,50
201,64,89,10,5,expert1,50
202,65,37,15,10,expert1,50
203,55,95,5,6,expert1,50
204,69,10,50,9,expert1,50
205,83,1,227,15,expert1,50
206,82,48,278,33,expert1,50
207,71,24,99,30,expert1,50
208,72,1,95,33,expert1,50
209,61,55,16,7,expert1,50
210,72,24,103,12,expert1,50
211,73,18,120,22,expert1,50
212,77,24,199,19,expert1,50
213,80,4,235,14,expert1,50
214,78,18,196,33,expert1,50
215,68,48,56,9,expert1,50
216,71,48,90,13,expert1,50
217,49,24,5,5,expert1,50
218,61,8,15,6,expert1,50
219,74,4,131,13,expert1,50
220,56,37,10,10,expert1,50
221,40,9,2,1,expert1,50
222,63,81,11,7,expert1,50
