time			temp
0:3:30			12
0:3:40			11.4
0:3:50			11.3
0:4:0			11.7
0:4:10			11.7
0:4:20			13.1
0:4:30			12.4
0:4:40			12.5
0:4:50			12.7
0:5:0			13.1
0:5:10			12.9
0:5:20			13.6
0:5:30			14.6
0:5:40			13.7
0:5:50			14.2
0:6:0			14.3
0:6:10			14.9
0:6:20			15.1
0:6:30			15.3
0:6:40			16.9
0:6:50			15.4
0:7:0			16.4
0:7:10			16.4
0:7:20			16.1
0:7:30			16.9
0:7:40			18.5
0:7:50			17.7
0:8:0			17.1
0:8:10			17.8
0:8:20			19.4
0:8:30			18.2
0:8:40			18.9
0:8:50			19
0:9:0			18.6
0:9:10			19.5
0:9:20			19.4
0:9:30			21.1
0:9:40			20.6
0:9:50			21.9
0:10:0			21.4
0:10:10			21.8
0:10:20			20.4
0:10:30			22.3
0:10:40			21.9
0:10:50			21.6
0:11:0			22.7
0:11:10			21.9
0:11:20			23
0:11:30			22.9
0:11:40			23.6
0:11:50			23.8
0:12:0			24.8
0:12:10			24.1
0:12:20			25.3
0:12:30			25.1
0:12:40			24.8
0:12:50			25.5
0:13:0			24.4
0:13:10			24.9
0:13:20			25.2
0:13:30			25.3
0:13:40			24.7
0:13:50			25.5
0:14:0			24.7
0:14:10			24.7
0:14:20			25.3
0:14:30			25.3
0:14:40			25.5
0:14:50			25.3
0:15:0			24.5
0:15:10			24.2
0:15:20			23.9
0:15:30			24.1
0:15:40			23.6
0:15:50			24.8
0:16:0			24.7
0:16:10			24.6
0:16:20			23.9
0:16:30			23.9
0:16:40			24.5
0:16:50			23.3
0:17:0			23.5
0:17:10			23.2
0:17:20			23
0:17:30			22.7
0:17:40			23
0:17:50			21
0:18:0			21.1
0:18:10			20.6
0:18:20			19.9
0:18:30			20
0:18:40			19.8
0:18:50			19.3
0:19:0			19.7
0:19:10			19.4
0:19:20			19
0:19:30			17.9
0:19:40			18.4
0:19:50			17.2
0:20:0			16.9
0:20:10			16.6
