sim,time,trap.id,nmales,ntrees,type,lure
1,97,50,337,19,rand1,5
2,115,1,2970,458,rand1,5
3,125,21,1101,27,rand1,5
4,79,27,250,13,rand1,5
5,126,8,990,32,rand1,5
6,95,88,322,16,rand1,5
7,90,97,280,18,rand1,5
8,115,6,2767,473,rand1,5
9,115,94,801,91,rand1,5
10,87,15,247,34,rand1,5
11,126,23,2372,147,rand1,5
12,121,76,1624,126,rand1,5
13,94,64,368,31,rand1,5
14,77,53,183,21,rand1,5
15,103,67,285,13,rand1,5
16,160,29,6016,134,rand1,5
17,98,8,291,14,rand1,5
18,124,23,787,52,rand1,5
19,78,89,273,190,rand1,5
20,45,50,9,3,rand1,5
21,95,92,290,29,rand1,5
22,76,21,164,110,rand1,5
23,81,69,268,15,rand1,5
24,83,68,260,17,rand1,5
25,75,17,148,25,rand1,5
26,98,53,297,29,rand1,5
27,68,21,42,8,rand1,5
28,49,38,5,5,rand1,5
29,113,23,385,46,rand1,5
30,100,76,493,243,rand1,5
31,111,87,536,42,rand1,5
32,81,88,256,17,rand1,5
33,85,58,279,33,rand1,5
34,100,92,331,21,rand1,5
35,90,68,296,75,rand1,5
36,87,30,403,236,rand1,5
37,107,8,444,19,rand1,5
38,119,53,1330,134,rand1,5
39,84,46,259,31,rand1,5
40,95,33,299,20,rand1,5
41,70,8,62,10,rand1,5
42,110,30,2567,410,rand1,5
43,81,85,212,33,rand1,5
44,130,3,1270,21,rand1,5
45,115,8,454,23,rand1,5
46,111,22,370,80,rand1,5
47,105,38,1261,384,rand1,5
48,103,19,790,326,rand1,5
49,108,85,269,56,rand1,5
50,129,21,1225,30,rand1,5
51,109,2,404,41,rand1,5
52,108,57,366,63,rand1,5
53,83,30,349,204,rand1,5
54,80,21,244,16,rand1,5
55,79,72,213,45,rand1,5
56,102,8,355,24,rand1,5
57,112,8,467,24,rand1,5
58,110,6,2678,436,rand1,5
59,109,21,453,28,rand1,5
60,112,99,478,73,rand1,5
61,84,10,241,31,rand1,5
62,105,57,315,51,rand1,5
63,139,34,1141,69,rand1,5
64,113,12,542,50,rand1,5
65,114,38,3064,513,rand1,5
66,110,70,484,59,rand1,5
67,124,67,806,29,rand1,5
68,111,85,413,68,rand1,5
69,82,21,256,16,rand1,5
70,121,29,1249,71,rand1,5
71,72,80,90,13,rand1,5
72,128,2,1477,110,rand1,5
73,106,2,363,20,rand1,5
74,61,97,19,7,rand1,5
75,140,78,1621,106,rand1,5
76,120,8,1320,36,rand1,5
77,122,50,850,111,rand1,5
78,134,21,1064,30,rand1,5
79,101,9,364,48,rand1,5
80,95,72,393,57,rand1,5
81,62,8,14,5,rand1,5
82,113,98,660,80,rand1,5
83,82,21,279,20,rand1,5
84,98,67,299,20,rand1,5
85,113,80,904,89,rand1,5
86,55,84,20,11,rand1,5
87,108,21,387,24,rand1,5
88,112,58,544,84,rand1,5
89,129,8,1004,28,rand1,5
90,102,34,313,57,rand1,5
91,91,2,268,36,rand1,5
92,83,88,271,13,rand1,5
93,110,80,411,64,rand1,5
94,113,50,745,70,rand1,5
95,105,53,416,30,rand1,5
96,94,65,304,25,rand1,5
97,80,15,311,184,rand1,5
98,114,69,490,32,rand1,5
99,89,57,295,39,rand1,5
100,81,84,245,33,rand1,5
101,123,8,1094,25,rand1,5
102,104,4,981,362,rand1,5
103,118,57,895,111,rand1,5
104,67,21,24,5,rand1,5
105,79,2,217,39,rand1,5
106,75,68,166,19,rand1,5
107,98,97,326,20,rand1,5
108,127,1,1823,118,rand1,5
109,129,2,1092,78,rand1,5
110,122,8,1008,39,rand1,5
111,99,40,406,47,rand1,5
112,93,98,312,51,rand1,5
113,113,71,712,65,rand1,5
114,109,21,489,20,rand1,5
115,106,33,375,20,rand1,5
116,122,58,925,27,rand1,5
117,111,51,2812,486,rand1,5
118,133,8,1547,32,rand1,5
119,78,2,188,22,rand1,5
120,130,21,1119,37,rand1,5
121,121,84,1213,100,rand1,5
122,123,30,1192,104,rand1,5
123,87,65,304,23,rand1,5
124,107,100,261,26,rand1,5
125,90,25,280,22,rand1,5
126,89,1,272,33,rand1,5
127,76,84,196,32,rand1,5
128,129,22,1632,124,rand1,5
129,82,11,337,231,rand1,5
130,117,27,355,62,rand1,5
131,96,40,324,27,rand1,5
132,119,25,653,30,rand1,5
133,107,15,1805,380,rand1,5
134,107,15,1817,420,rand1,5
135,72,58,100,34,rand1,5
136,83,2,290,15,rand1,5
137,137,8,1166,30,rand1,5
138,120,91,1397,48,rand1,5
139,81,65,226,49,rand1,5
140,95,12,306,30,rand1,5
141,100,50,355,222,rand1,5
142,90,21,295,18,rand1,5
143,56,68,15,5,rand1,5
144,78,21,194,13,rand1,5
145,83,22,256,29,rand1,5
146,80,8,236,14,rand1,5
147,94,98,378,205,rand1,5
148,77,30,72,53,rand1,5
149,77,24,174,23,rand1,5
150,148,50,2599,333,rand1,5
151,118,31,911,33,rand1,5
152,85,88,298,18,rand1,5
153,105,4,1254,371,rand1,5
154,80,21,231,16,rand1,5
155,122,85,1048,107,rand1,5
156,104,3,403,54,rand1,5
