time			temp
0:3:0			11.9
0:3:10			11.3
0:3:20			11.8
0:3:30			11.1
0:3:40			11.6
0:3:50			12.3
0:4:0			10.4
0:4:10			10.7
0:4:20			10.7
0:4:30			10.8
0:4:40			10.3
0:4:50			10.2
0:5:0			10.3
0:5:10			11
0:5:20			11.8
0:5:30			11.1
0:5:40			10.4
0:5:50			11.7
0:6:0			11.6
0:6:10			11.1
0:6:20			11.5
0:6:30			11.6
0:6:40			11.6
0:6:50			12.4
0:7:0			12.4
0:7:10			12.9
0:7:20			13.1
0:7:30			13.4
0:7:40			13.8
0:7:50			12.8
0:8:0			12.1
0:8:10			13.2
0:8:20			14.1
0:8:30			14.6
0:8:40			14.5
0:8:50			14.2
0:9:0			15.7
0:9:10			15.4
0:9:20			15.8
0:9:30			16.5
0:9:40			16
0:9:50			16.6
0:10:0			17.5
0:10:10			17.7
0:10:20			18.5
0:10:30			18.3
0:10:40			18.2
0:10:50			18.6
0:11:0			17.7
0:11:10			18.9
0:11:20			20.1
0:11:30			19.4
0:11:40			19.4
0:11:50			19.1
0:12:0			20.5
0:12:10			21.4
0:12:20			21.1
0:12:30			20.7
0:12:40			21
0:12:50			22.5
0:13:0			22.2
0:13:10			22.8
0:13:20			23.1
0:13:30			22.9
0:13:40			22.4
0:13:50			22.8
0:14:0			24.2
0:14:10			23.6
0:14:20			24.3
0:14:30			24.4
0:14:40			24.2
0:14:50			24.8
0:15:0			24.5
0:15:10			25
0:15:20			25.3
0:15:30			25
0:15:40			25.4
0:15:50			25.7
0:16:0			26.3
0:16:10			25.4
0:16:20			26.9
0:16:30			27.1
0:16:40			26.1
0:16:50			25.9
0:17:0			25.8
0:17:10			26.5
0:17:20			26
0:17:30			26.8
0:17:40			26.2
0:17:50			25.8
0:18:0			25.6
0:18:10			25.2
0:18:20			24.7
0:18:30			25.2
0:18:40			23.6
0:18:50			24.1
0:19:0			23.6
0:19:10			22.8
0:19:20			23.6
0:19:30			22.7
0:19:40			22.3
0:19:50			21.3
0:20:0			22.9
0:20:10			22.4
0:20:20			22.3
0:20:30			21
0:20:40			21.4
0:20:50			20.8
0:21:0			21.5
0:21:10			20.4
0:21:20			20.1
0:21:30			19.4
0:21:40			19
0:21:50			18.5
0:22:0			18.3
0:22:10			18
0:22:20			18.1
0:22:30			17.6
0:22:40			16.3
0:22:50			17.1
0:23:0			16.7
0:23:10			16
0:23:20			16.3
0:23:30			16
0:23:40			16.4
0:23:50			16.4
1:0:0			15.2
1:0:10			15.5
1:0:20			15.2
1:0:30			14.4
1:0:40			14.5
1:0:50			14
1:1:0			13.9
1:1:10			12.9
1:1:20			13.9
1:1:30			13
1:1:40			13.7
1:1:50			13.3
1:2:0			12.4
1:2:10			12.1
1:2:20			11.5
1:2:30			11.2
1:2:40			12
1:2:50			10.9
1:3:0			11.7
1:3:10			10.4
1:3:20			11.3
1:3:30			10.9
1:3:40			11.7
1:3:50			12.4
1:4:0			10.7
1:4:10			10.8
1:4:20			10.9
1:4:30			10.6
1:4:40			11
1:4:50			11.3
1:5:0			11.4
1:5:10			10.8
1:5:20			10.5
1:5:30			11.4
1:5:40			10.5
1:5:50			11.6
1:6:0			11.6
1:6:10			11
1:6:20			12.4
1:6:30			11.3
1:6:40			11.4
1:6:50			12.9
1:7:0			12.8
1:7:10			11.7
1:7:20			12.8
1:7:30			13.1
