time			temp
0:10:10			20.6
0:10:20			20.7
0:10:30			21.1
0:10:40			21
0:10:50			20.3
0:11:0			21.8
0:11:10			21.6
0:11:20			21.5
0:11:30			21.6
0:11:40			21.8
0:11:50			22.6
0:12:0			22.7
0:12:10			22.6
0:12:20			23.3
0:12:30			23.5
0:12:40			23
0:12:50			24.2
0:13:0			24.5
0:13:10			25.2
0:13:20			24.2
0:13:30			24.7
0:13:40			25.5
0:13:50			25.7
0:14:0			26.7
0:14:10			24.9
0:14:20			25.8
0:14:30			26.1
0:14:40			25.9
0:14:50			26.3
0:15:0			26.5
0:15:10			27.2
0:15:20			27
0:15:30			27.1
0:15:40			26.1
0:15:50			26.7
0:16:0			27.3
0:16:10			28
0:16:20			28
0:16:30			28.3
0:16:40			26.8
0:16:50			27.9
0:17:0			27.6
0:17:10			27.5
0:17:20			26.7
0:17:30			25.8
0:17:40			26
0:17:50			26.8
0:18:0			25.8
0:18:10			26.4
0:18:20			26.6
0:18:30			25.9
0:18:40			26.1
0:18:50			26.1
0:19:0			26.3
0:19:10			26.4
0:19:20			23.8
0:19:30			23.9
0:19:40			24.2
0:19:50			24.5
0:20:0			22.7
0:20:10			21.9
0:20:20			21.3
0:20:30			21.9
0:20:40			21.6
0:20:50			20.6
0:21:0			20.5
0:21:10			19.7
0:21:20			20.7
0:21:30			19.9
0:21:40			19.6
0:21:50			19.9
0:22:0			18.6
0:22:10			19.3
0:22:20			18.8
0:22:30			18.7
0:22:40			17.4
0:22:50			18.5
0:23:0			17.6
0:23:10			18.7
0:23:20			16.8
0:23:30			17.2
0:23:40			16.7
0:23:50			16.4
1:0:0			16.5
1:0:10			16.1
1:0:20			15.2
1:0:30			15.5
1:0:40			14.3
1:0:50			14.3
1:1:0			14.2
1:1:10			13.5
1:1:20			13
1:1:30			13.7
1:1:40			13.3
1:1:50			12.2
1:2:0			12.6
1:2:10			12.5
1:2:20			13.2
1:2:30			12.2
1:2:40			11.6
1:2:50			11.3
1:3:0			11
1:3:10			11.1
1:3:20			11.4
1:3:30			11.9
1:3:40			11.2
1:3:50			12.1
1:4:0			11.8
1:4:10			11.9
1:4:20			11.1
1:4:30			12.1
1:4:40			11.3
1:4:50			11
1:5:0			10.6
1:5:10			11.8
1:5:20			12.1
1:5:30			11.5
1:5:40			12
1:5:50			12.8
1:6:0			12.2
1:6:10			11.2
1:6:20			12.2
1:6:30			12.6
1:6:40			12.6
1:6:50			13.4
1:7:0			13.9
1:7:10			12.8
1:7:20			13.3
1:7:30			13.3
1:7:40			14.3
